"formula","C","H","O","N","S","P","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C13H20O3",13,20,3,0,0,0,"aliphatic","aliphatic",0.2174,-1.0769,1.54,0.23,1,4,0.0769
"C14H24O2",14,24,2,0,0,0,"aliphatic","aliphatic",0.1538,-1.4286,1.71,0.14,1,3,0.0714
"C9H7O4N1S1",9,7,4,1,1,0,"aromatic","aromatic",0.6,0.6667,0.78,0.44,1,7,0.1111
"C9H7O6N1",9,7,6,1,0,0,"aromatic","aromatic",0.6,0.8889,0.78,0.67,0,7,0
"C10H11O5N1",10,11,5,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.3846,0.2,1.1,0.5,0,6,0
"C7H15O7N1",7,15,7,1,0,0,"aliphatic","carbohydrate",-1.4,0.2857,2.14,1,-7,1,-1
"C11H15O4N1",11,15,4,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.25,-0.3636,1.36,0.36,0,5,0
"C8H19O6N1",8,19,6,1,0,0,"aliphatic","lipid",-1,-0.5,2.38,0.75,-7,0,-0.875
"C13H23O2N1",13,23,2,1,0,0,"aliphatic","aliphatic+N",0.0909,-1.2308,1.77,0.15,0,3,0
"C7H2O7N2",7,2,7,2,0,0,"condensed aromatic","condensed aromatic",1.6667,2.5714,0.29,1,-1,8,-0.1429
"C9H6O5S1",9,6,5,0,1,0,"aromatic","aromatic",0.6364,0.6667,0.67,0.56,1,7,0.1111
"C8H7O2N2S1P1",8,7,2,2,1,1,"condensed aromatic","condensed aromatic",0.6667,0.625,0.88,0.25,1,7,0.125
"C8H6O4N2S1",8,6,4,2,1,0,"condensed aromatic","condensed aromatic",0.6667,1.25,0.75,0.5,0,7,0
"C9H6O7",9,6,7,0,0,0,"aromatic","aromatic",0.6364,0.8889,0.67,0.78,0,7,0
"C8H6O6N2",8,6,6,2,0,0,"condensed aromatic","condensed aromatic",0.6667,1.5,0.75,0.75,-1,7,-0.125
"C6H11O7P1",6,11,7,0,0,1,"aliphatic","aliphatic",-1.6667,0.5,1.83,1.17,-6,2,-1
"C12H7O1N2P1",12,7,1,2,0,1,"condensed aromatic","condensed aromatic",0.8824,0.0833,0.58,0.08,7,11,0.5833
"C10H10O4S1",10,10,4,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.4286,0,1,0.4,1,6,0.1
"C10H10O6",10,10,6,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4286,0.2,1,0.6,0,6,0
"C7H14O6S1",7,14,6,0,1,0,"aliphatic","lipid",-1,0,2,0.86,-6,1,-0.8571
"C9H10O5N2",9,10,5,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.3333,0.6667,1.11,0.56,-1,6,-0.1111
"C14H10O3",14,10,3,0,0,0,"condensed aromatic","condensed aromatic",0.68,-0.2857,0.71,0.21,7,10,0.5
"C11H14O3S1",11,14,3,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.2941,-0.5455,1.27,0.27,1,5,0.0909
"C11H14O5",11,14,5,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2941,-0.3636,1.27,0.45,0,5,0
"C8H18O5S1",8,18,5,0,1,0,"aliphatic","lipid",-0.7778,-0.75,2.25,0.62,-6,0,-0.75
"C10H14O4N2",10,14,4,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.1667,0,1.4,0.4,-1,5,-0.1
"C8H19O5P1",8,19,5,0,0,1,"aliphatic","lipid",-0.7778,-1.125,2.38,0.62,-6,0,-0.75
"C7H18O4N2S1",7,18,4,2,1,0,"aliphatic","lipid",-2.5,-0.2857,2.57,0.57,-7,0,-1
"C12H18O2S1",12,18,2,0,1,0,"aliphatic","aliphatic",0.2,-1,1.5,0.17,1,4,0.0833
"C12H18O4",12,18,4,0,0,0,"aliphatic","aliphatic",0.2,-0.8333,1.5,0.33,0,4,0
"C13H22O3",13,22,3,0,0,0,"aliphatic","aliphatic",0.1304,-1.2308,1.69,0.23,0,3,0
"C12H22O2N2",12,22,2,2,0,0,"aliphatic","aliphatic+N",0,-1,1.83,0.17,-1,3,-0.0833
"C14H26O2",14,26,2,0,0,0,"aliphatic","aliphatic",0.0769,-1.5714,1.86,0.14,0,2,0
"C8H5O7N1",8,5,7,1,0,0,"condensed aromatic","condensed aromatic",0.7143,1.5,0.62,0.88,-1,7,-0.125
"C9H9O4N1S1",9,9,4,1,1,0,"unsaturated/lignin","unsaturated/lignin",0.4,0.4444,1,0.44,0,6,0
"C9H9O6N1",9,9,6,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.4,0.6667,1,0.67,-1,6,-0.1111
"C13H9O3N1",13,9,3,1,0,0,"condensed aromatic","condensed aromatic",0.7143,0,0.69,0.23,6,10,0.4615
"C10H13O5N1",10,13,5,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.2308,0,1.3,0.5,-1,5,-0.1
"C11H17O4N1",11,17,4,1,0,0,"aliphatic","aliphatic+N",0.125,-0.5455,1.55,0.36,-1,4,-0.0909
"C12H21O3N1",12,21,3,1,0,0,"aliphatic","aliphatic+N",0.0526,-1,1.75,0.25,-1,3,-0.0833
"C13H25O2N1",13,25,2,1,0,0,"aliphatic","aliphatic+N",0,-1.3846,1.92,0.15,-1,2,-0.0769
"C9H8O5S1",9,8,5,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.4545,0.4444,0.89,0.56,0,6,0
"C9H10O3P2",9,10,3,0,0,2,"unsaturated/lignin","unsaturated/lignin",0.4545,-0.4444,1.11,0.33,1,6,0.1111
"C6H13O5S1P1",6,13,5,0,1,1,"aliphatic","lipid",-2.3333,-0.1667,2.17,0.83,-6,1,-1
"C9H8O7",9,8,7,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4545,0.6667,0.89,0.78,-1,6,-0.1111
"C13H8O4",13,8,4,0,0,0,"condensed aromatic","condensed aromatic",0.7273,0,0.62,0.31,6,10,0.4615
"C12H9O1N2P1",12,9,1,2,0,1,"condensed aromatic","condensed aromatic",0.7647,-0.0833,0.75,0.08,6,10,0.5
"C10H12O4S1",10,12,4,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.2857,-0.2,1.2,0.4,0,5,0
"C10H12O6",10,12,6,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2857,0,1.2,0.6,-1,5,-0.1
"C9H12O5N2",9,12,5,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.1111,0.4444,1.33,0.56,-2,5,-0.2222
"C14H12O3",14,12,3,0,0,0,"aromatic","aromatic",0.6,-0.4286,0.86,0.21,6,9,0.4286
"C11H16O5",11,16,5,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.1765,-0.5455,1.45,0.45,-1,4,-0.0909
"C10H16O4N2",10,16,4,2,0,0,"aliphatic","aliphatic+N",0,-0.2,1.6,0.4,-2,4,-0.2
"C15H16O2",15,16,2,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.5,-0.8,1.07,0.13,6,8,0.4
"C12H20O4",12,20,4,0,0,0,"aliphatic","aliphatic",0.1,-1,1.67,0.33,-1,3,-0.0833
"C13H24O3",13,24,3,0,0,0,"aliphatic","aliphatic",0.0435,-1.3846,1.85,0.23,-1,2,-0.0769
"C14H28O2",14,28,2,0,0,0,"aliphatic","lipid",0,-1.7143,2,0.14,-1,1,-0.0714
"C8H7O7N1",8,7,7,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.4286,1.25,0.88,0.88,-2,6,-0.25
"C12H7O4N1",12,7,4,1,0,0,"condensed aromatic","condensed aromatic",0.7778,0.3333,0.58,0.33,5,10,0.4167
"C9H11O4N1S1",9,11,4,1,1,0,"unsaturated/lignin","unsaturated/lignin",0.2,0.2222,1.22,0.44,-1,5,-0.1111
"C9H11O6N1",9,11,6,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.2,0.4444,1.22,0.67,-2,5,-0.2222
"C13H11O3N1",13,11,3,1,0,0,"aromatic","aromatic",0.619,-0.1538,0.85,0.23,5,9,0.3846
"C10H15O5N1",10,15,5,1,0,0,"aliphatic","aliphatic+N",0.0769,-0.2,1.5,0.5,-2,4,-0.2
"C11H19O4N1",11,19,4,1,0,0,"aliphatic","aliphatic+N",0,-0.7273,1.73,0.36,-2,3,-0.1818
"C12H23O3N1",12,23,3,1,0,0,"aliphatic","aliphatic+N",-0.0526,-1.1667,1.92,0.25,-2,2,-0.1667
"C11H3O2S1P1",11,3,2,0,1,1,"condensed aromatic","condensed aromatic",1,0.2727,0.27,0.18,7,11,0.6364
"C8H6O6S1",8,6,6,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.5,1,0.75,0.75,-1,6,-0.125
"C7H6O5N2S1",7,6,5,2,1,0,"unsaturated/lignin","unsaturated/lignin",0.3333,1.7143,0.86,0.71,-2,6,-0.2857
"C8H6O8",8,6,8,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.5,1.25,0.75,1,-2,6,-0.25
"C12H6O5",12,6,5,0,0,0,"condensed aromatic","condensed aromatic",0.7895,0.3333,0.5,0.42,5,10,0.4167
"C9H10O5S1",9,10,5,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.2727,0.2222,1.11,0.56,-1,5,-0.1111
"C11H6O4N2",11,6,4,2,0,0,"condensed aromatic","condensed aromatic",0.8571,0.7273,0.55,0.36,4,10,0.3636
"C9H10O7",9,10,7,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2727,0.4444,1.11,0.78,-2,5,-0.2222
"C6H14O7S1",6,14,7,0,1,0,"aliphatic","carbohydrate",-3,0.3333,2.33,1.17,-8,0,-1.3333
"C13H10O4",13,10,4,0,0,0,"aromatic","aromatic",0.6364,-0.1538,0.77,0.31,5,9,0.3846
"C12H11O1N2P1",12,11,1,2,0,1,"aromatic","aromatic",0.6471,-0.25,0.92,0.08,5,9,0.4167
"C10H14O4S1",10,14,4,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.1429,-0.4,1.4,0.4,-1,4,-0.1
"C12H10O3N2",12,10,3,2,0,0,"aromatic","aromatic",0.6471,0.1667,0.83,0.25,4,9,0.3333
"C10H14O6",10,14,6,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.1429,-0.2,1.4,0.6,-2,4,-0.2
"C14H14O3",14,14,3,0,0,0,"aromatic","aromatic",0.52,-0.5714,1,0.21,5,8,0.3571
"C11H18O5",11,18,5,0,0,0,"aliphatic","aliphatic",0.0588,-0.7273,1.64,0.45,-2,3,-0.1818
"C10H18O4N2",10,18,4,2,0,0,"aliphatic","aliphatic+N",-0.1667,-0.4,1.8,0.4,-3,3,-0.3
"C15H18O2",15,18,2,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4286,-0.9333,1.2,0.13,5,7,0.3333
"C12H22O4",12,22,4,0,0,0,"aliphatic","aliphatic",0,-1.1667,1.83,0.33,-2,2,-0.1667
"C13H26O3",13,26,3,0,0,0,"aliphatic","lipid",-0.0435,-1.5385,2,0.23,-2,1,-0.1538
"C11H5O5N1",11,5,5,1,0,0,"condensed aromatic","condensed aromatic",0.8667,0.7273,0.45,0.45,4,10,0.3636
"C8H9O5N1S1",8,9,5,1,1,0,"unsaturated/lignin","unsaturated/lignin",0.1429,0.75,1.12,0.62,-2,5,-0.25
"C12H9O4N1",12,9,4,1,0,0,"condensed aromatic","condensed aromatic",0.6667,0.1667,0.75,0.33,4,9,0.3333
"C9H13O6N1",9,13,6,1,0,0,"unsaturated/lignin","unsaturated/lignin",0,0.2222,1.44,0.67,-3,4,-0.3333
"C13H13O3N1",13,13,3,1,0,0,"aromatic","aromatic",0.5238,-0.3077,1,0.23,4,8,0.3077
"C10H17O5N1",10,17,5,1,0,0,"aliphatic","aliphatic+N",-0.0769,-0.4,1.7,0.5,-3,3,-0.3
"C11H21O4N1",11,21,4,1,0,0,"aliphatic","aliphatic+N",-0.125,-0.9091,1.91,0.36,-3,2,-0.2727
"C11H4O6",11,4,6,0,0,0,"condensed aromatic","condensed aromatic",0.875,0.7273,0.36,0.55,4,10,0.3636
"C8H8O6S1",8,8,6,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.25,0.75,1,0.75,-2,5,-0.25
"C10H4O5N2",10,4,5,2,0,0,"condensed aromatic","condensed aromatic",1,1.2,0.4,0.5,3,10,0.3
"C12H10O1P2",12,10,1,0,0,2,"condensed aromatic","condensed aromatic",0.6842,-0.6667,0.83,0.08,6,9,0.5
"C8H8O8",8,8,8,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.25,1,1,1,-3,5,-0.375
"C7H9O5N2P1",7,9,5,2,0,1,"unsaturated/lignin","unsaturated/lignin",-0.3333,1,1.29,0.71,-3,5,-0.4286
"C9H13O3S1P1",9,13,3,0,1,1,"unsaturated/lignin","unsaturated/lignin",0.0909,-0.5556,1.44,0.33,-1,4,-0.1111
"C12H8O5",12,8,5,0,0,0,"condensed aromatic","condensed aromatic",0.6842,0.1667,0.67,0.42,4,9,0.3333
"C11H9O2N2P1",11,9,2,2,0,1,"condensed aromatic","condensed aromatic",0.7143,0.0909,0.82,0.18,4,9,0.3636
"C9H12O5S1",9,12,5,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.0909,0,1.33,0.56,-2,4,-0.2222
"C11H8O4N2",11,8,4,2,0,0,"condensed aromatic","condensed aromatic",0.7143,0.5455,0.73,0.36,3,9,0.2727
"C9H12O7",9,12,7,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.0909,0.2222,1.33,0.78,-3,4,-0.3333
"C13H12O4",13,12,4,0,0,0,"aromatic","aromatic",0.5455,-0.3077,0.92,0.31,4,8,0.3077
"C10H16O4S1",10,16,4,0,1,0,"aliphatic","aliphatic",0,-0.6,1.6,0.4,-2,3,-0.2
"C12H12O3N2",12,12,3,2,0,0,"aromatic","aromatic",0.5294,0,1,0.25,3,8,0.25
"C10H16O6",10,16,6,0,0,0,"aliphatic","aliphatic",0,-0.4,1.6,0.6,-3,3,-0.3
"C14H16O3",14,16,3,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.44,-0.7143,1.14,0.21,4,7,0.2857
"C11H20O5",11,20,5,0,0,0,"aliphatic","aliphatic",-0.0588,-0.9091,1.82,0.45,-3,2,-0.2727
"C10H20O4N2",10,20,4,2,0,0,"aliphatic","lipid",-0.3333,-0.6,2,0.4,-4,2,-0.4
"C12H24O4",12,24,4,0,0,0,"aliphatic","lipid",-0.1,-1.3333,2,0.33,-3,1,-0.25
"C16H24O1",16,24,1,0,0,0,"aliphatic","aliphatic",0.2903,-1.375,1.5,0.06,4,5,0.25
"C11H7O5N1",11,7,5,1,0,0,"condensed aromatic","condensed aromatic",0.7333,0.5455,0.64,0.45,3,9,0.2727
"C12H11O2N1S1",12,11,2,1,1,0,"aromatic","aromatic",0.5556,-0.1667,0.92,0.17,4,8,0.3333
"C12H11O4N1",12,11,4,1,0,0,"aromatic","aromatic",0.5556,0,0.92,0.33,3,8,0.25
"C9H15O6N1",9,15,6,1,0,0,"aliphatic","aliphatic+N",-0.2,0,1.67,0.67,-4,3,-0.4444
"C13H15O3N1",13,15,3,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.4286,-0.4615,1.15,0.23,3,7,0.2308
"C10H19O5N1",10,19,5,1,0,0,"aliphatic","aliphatic+N",-0.2308,-0.6,1.9,0.5,-4,2,-0.4
"C11H6O6",11,6,6,0,0,0,"condensed aromatic","condensed aromatic",0.75,0.5455,0.55,0.55,3,9,0.2727
"C10H7O3N2P1",10,7,3,2,0,1,"condensed aromatic","condensed aromatic",0.8182,0.5,0.7,0.3,3,9,0.3
"C8H10O6S1",8,10,6,0,1,0,"unsaturated/lignin","unsaturated/lignin",0,0.5,1.25,0.75,-3,4,-0.375
"C10H6O5N2",10,6,5,2,0,0,"condensed aromatic","condensed aromatic",0.8182,1,0.6,0.5,2,9,0.2
"C8H10O8",8,10,8,0,0,0,"unsaturated/lignin","unsaturated/lignin",0,0.75,1.25,1,-4,4,-0.5
"C12H10O5",12,10,5,0,0,0,"aromatic","aromatic",0.5789,0,0.83,0.42,3,8,0.25
"C11H11O2N2P1",11,11,2,2,0,1,"aromatic","aromatic",0.5714,-0.0909,1,0.18,3,8,0.2727
"C9H14O5S1",9,14,5,0,1,0,"aliphatic","aliphatic",-0.0909,-0.2222,1.56,0.56,-3,3,-0.3333
"C11H10O4N2",11,10,4,2,0,0,"aromatic","aromatic",0.5714,0.3636,0.91,0.36,2,8,0.1818
"C9H14O7",9,14,7,0,0,0,"aliphatic","aliphatic",-0.0909,0,1.56,0.78,-4,3,-0.4444
"C13H14O4",13,14,4,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4545,-0.4615,1.08,0.31,3,7,0.2308
"C10H18O4S1",10,18,4,0,1,0,"aliphatic","aliphatic",-0.1429,-0.8,1.8,0.4,-3,2,-0.3
"C12H14O3N2",12,14,3,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.4118,-0.1667,1.17,0.25,2,7,0.1667
"C10H18O6",10,18,6,0,0,0,"aliphatic","aliphatic",-0.1429,-0.6,1.8,0.6,-4,2,-0.4
"C14H18O3",14,18,3,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.36,-0.8571,1.29,0.21,3,6,0.2143
"C11H22O5",11,22,5,0,0,0,"aliphatic","lipid",-0.1765,-1.0909,2,0.45,-4,1,-0.3636
"C15H22O2",15,22,2,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2857,-1.2,1.47,0.13,3,5,0.2
"C16H26O1",16,26,1,0,0,0,"aliphatic","aliphatic",0.2258,-1.5,1.62,0.06,3,4,0.1875
"C10H5O6N1",10,5,6,1,0,0,"condensed aromatic","condensed aromatic",0.8333,1,0.5,0.6,2,9,0.2
"C11H9O3N1S1",11,9,3,1,1,0,"aromatic","aromatic",0.6,0.1818,0.82,0.27,3,8,0.2727
"C7H9O8N1",7,9,8,1,0,0,"unsaturated/lignin","unsaturated/lignin",-0.5,1.4286,1.29,1.14,-5,4,-0.7143
"C11H9O5N1",11,9,5,1,0,0,"aromatic","aromatic",0.6,0.3636,0.82,0.45,2,8,0.1818
"C8H13O7N1",8,13,7,1,0,0,"aliphatic","aliphatic+N",-0.4286,0.5,1.62,0.88,-5,3,-0.625
"C12H13O4N1",12,13,4,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.4444,-0.1667,1.08,0.33,2,7,0.1667
"C9H17O6N1",9,17,6,1,0,0,"aliphatic","aliphatic+N",-0.4,-0.2222,1.89,0.67,-5,2,-0.5556
"C13H17O3N1",13,17,3,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.3333,-0.6154,1.31,0.23,2,6,0.1538
"C14H21O2N1",14,21,2,1,0,0,"aliphatic","aliphatic+N",0.25,-1,1.5,0.14,2,5,0.1429
"C10H4O7",10,4,7,0,0,0,"condensed aromatic","condensed aromatic",0.8462,1,0.4,0.7,2,9,0.2
"C13H5O1N2P1",13,5,1,2,0,1,"condensed aromatic","condensed aromatic",1,0.2308,0.38,0.08,9,13,0.6923
"C11H8O4S1",11,8,4,0,1,0,"aromatic","aromatic",0.625,0.1818,0.73,0.36,3,8,0.2727
"C11H8O6",11,8,6,0,0,0,"aromatic","aromatic",0.625,0.3636,0.73,0.55,2,8,0.1818
"C10H9O3N2P1",10,9,3,2,0,1,"aromatic","aromatic",0.6364,0.3,0.9,0.3,2,8,0.2
"C8H12O6S1",8,12,6,0,1,0,"aliphatic","aliphatic",-0.25,0.25,1.5,0.75,-4,3,-0.5
"C10H8O5N2",10,8,5,2,0,0,"aromatic","aromatic",0.6364,0.8,0.8,0.5,1,8,0.1
"C12H12O3S1",12,12,3,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.4737,-0.3333,1,0.25,3,7,0.25
"C12H12O5",12,12,5,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4737,-0.1667,1,0.42,2,7,0.1667
"C11H13O2N2P1",11,13,2,2,0,1,"unsaturated/lignin","unsaturated/lignin",0.4286,-0.2727,1.18,0.18,2,7,0.1818
"C9H16O5S1",9,16,5,0,1,0,"aliphatic","aliphatic",-0.2727,-0.4444,1.78,0.56,-4,2,-0.4444
"C11H12O4N2",11,12,4,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.4286,0.1818,1.09,0.36,1,7,0.0909
"C9H16O7",9,16,7,0,0,0,"aliphatic","aliphatic",-0.2727,-0.2222,1.78,0.78,-5,2,-0.5556
"C13H16O4",13,16,4,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3636,-0.6154,1.23,0.31,2,6,0.1538
"C10H20O4S1",10,20,4,0,1,0,"aliphatic","lipid",-0.2857,-1,2,0.4,-4,1,-0.4
"C12H16O3N2",12,16,3,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.2941,-0.3333,1.33,0.25,1,6,0.0833
"C10H21O4P1",10,21,4,0,0,1,"aliphatic","lipid",-0.2857,-1.3,2.1,0.4,-4,1,-0.4
"C10H20O6",10,20,6,0,0,0,"aliphatic","lipid",-0.2857,-0.8,2,0.6,-5,1,-0.5
"C14H20O3",14,20,3,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.28,-1,1.43,0.21,2,5,0.1429
"C11H24O3S1",11,24,3,0,1,0,"aliphatic","lipid",-0.2941,-1.4545,2.18,0.27,-4,0,-0.3636
"C11H24O5",11,24,5,0,0,0,"aliphatic","lipid",-0.2941,-1.2727,2.18,0.45,-5,0,-0.4545
"C15H24O2",15,24,2,0,0,0,"aliphatic","aliphatic",0.2143,-1.3333,1.6,0.13,2,4,0.1333
"C10H7O4N1S1",10,7,4,1,1,0,"condensed aromatic","condensed aromatic",0.6667,0.6,0.7,0.4,2,8,0.2
"C10H7O6N1",10,7,6,1,0,0,"condensed aromatic","condensed aromatic",0.6667,0.8,0.7,0.6,1,8,0.1
"C7H11O8N1",7,11,8,1,0,0,"aliphatic","aliphatic+N",-1,1.1429,1.57,1.14,-6,3,-0.8571
"C11H11O5N1",11,11,5,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.4667,0.1818,1,0.45,1,7,0.0909
"C8H15O5N1S1",8,15,5,1,1,0,"aliphatic","aliphatic+N",-0.7143,0,1.88,0.62,-5,2,-0.625
"C8H15O7N1",8,15,7,1,0,0,"aliphatic","aliphatic+N",-0.7143,0.25,1.88,0.88,-6,2,-0.75
"C12H15O4N1",12,15,4,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.3333,-0.3333,1.25,0.33,1,6,0.0833
"C9H19O4N1S1",9,19,4,1,1,0,"aliphatic","lipid",-0.6,-0.6667,2.11,0.44,-5,1,-0.5556
"C9H19O6N1",9,19,6,1,0,0,"aliphatic","lipid",-0.6,-0.4444,2.11,0.67,-6,1,-0.6667
"C10H6O5S1",10,6,5,0,1,0,"condensed aromatic","condensed aromatic",0.6923,0.6,0.6,0.5,2,8,0.2
"C9H6O4N2S1",9,6,4,2,1,0,"condensed aromatic","condensed aromatic",0.75,1.1111,0.67,0.44,1,8,0.1111
"C10H6O7",10,6,7,0,0,0,"condensed aromatic","condensed aromatic",0.6923,0.8,0.6,0.7,1,8,0.1
"C9H6O6N2",9,6,6,2,0,0,"condensed aromatic","condensed aromatic",0.75,1.3333,0.67,0.67,0,8,0
"C11H10O4S1",11,10,4,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.5,0,0.91,0.36,2,7,0.1818
"C11H10O6",11,10,6,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.5,0.1818,0.91,0.55,1,7,0.0909
"C10H11O3N2P1",10,11,3,2,0,1,"unsaturated/lignin","unsaturated/lignin",0.4545,0.1,1.1,0.3,1,7,0.1
"C8H14O6S1",8,14,6,0,1,0,"aliphatic","aliphatic",-0.5,0,1.75,0.75,-5,2,-0.625
"C10H10O5N2",10,10,5,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.4545,0.6,1,0.5,0,7,0
"C12H14O5",12,14,5,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3684,-0.3333,1.17,0.42,1,6,0.0833
"C9H18O5S1",9,18,5,0,1,0,"aliphatic","lipid",-0.4545,-0.6667,2,0.56,-5,1,-0.5556
"C11H14O4N2",11,14,4,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.2857,0,1.27,0.36,0,6,0
"C8H18O6N2",8,18,6,2,0,0,"aliphatic","lipid",-1.3333,0,2.25,0.75,-7,1,-0.875
"C13H18O4",13,18,4,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2727,-0.7692,1.38,0.31,1,5,0.0769
"C10H22O4S1",10,22,4,0,1,0,"aliphatic","lipid",-0.4286,-1.2,2.2,0.4,-5,0,-0.5
"C10H23O4P1",10,23,4,0,0,1,"aliphatic","lipid",-0.4286,-1.5,2.3,0.4,-5,0,-0.5
"C10H22O6",10,22,6,0,0,0,"aliphatic","lipid",-0.4286,-1,2.2,0.6,-6,0,-0.6
"C14H22O3",14,22,3,0,0,0,"aliphatic","aliphatic",0.2,-1.1429,1.57,0.21,1,4,0.0714
"C9H5O5N1S1",9,5,5,1,1,0,"condensed aromatic","condensed aromatic",0.7778,1.1111,0.56,0.56,1,8,0.1111
"C9H5O7N1",9,5,7,1,0,0,"condensed aromatic","condensed aromatic",0.7778,1.3333,0.56,0.78,0,8,0
"C10H9O4N1S1",10,9,4,1,1,0,"unsaturated/lignin","unsaturated/lignin",0.5,0.4,0.9,0.4,1,7,0.1
"C10H9O6N1",10,9,6,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.5,0.6,0.9,0.6,0,7,0
"C14H9O3N1",14,9,3,1,0,0,"condensed aromatic","condensed aromatic",0.7391,0,0.64,0.21,7,11,0.5
"C7H13O8N1",7,13,8,1,0,0,"aliphatic","aliphatic+N",-1.5,0.8571,1.86,1.14,-7,2,-1
"C11H13O5N1",11,13,5,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.3333,0,1.18,0.45,0,6,0
"C12H17O4N1",12,17,4,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.2222,-0.5,1.42,0.33,0,5,0
"C9H21O6N1",9,21,6,1,0,0,"aliphatic","lipid",-0.8,-0.6667,2.33,0.67,-7,0,-0.7778
"C13H21O3N1",13,21,3,1,0,0,"aliphatic","aliphatic+N",0.1429,-0.9231,1.62,0.23,0,4,0
"C9H4O6S1",9,4,6,0,1,0,"condensed aromatic","condensed aromatic",0.8,1.1111,0.44,0.67,1,8,0.1111
"C12H5O2N2P1",12,5,2,2,0,1,"condensed aromatic","condensed aromatic",1,0.4167,0.42,0.17,7,12,0.5833
"C10H8O5S1",10,8,5,0,1,0,"aromatic","aromatic",0.5385,0.4,0.8,0.5,1,7,0.1
"C9H8O4N2S1",9,8,4,2,1,0,"unsaturated/lignin","unsaturated/lignin",0.5,0.8889,0.89,0.44,0,7,0
"C10H8O7",10,8,7,0,0,0,"aromatic","aromatic",0.5385,0.6,0.8,0.7,0,7,0
"C9H8O6N2",9,8,6,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.5,1.1111,0.89,0.67,-1,7,-0.1111
"C14H8O4",14,8,4,0,0,0,"condensed aromatic","condensed aromatic",0.75,0,0.57,0.29,7,11,0.5
"C13H9O1N2P1",13,9,1,2,0,1,"condensed aromatic","condensed aromatic",0.7895,-0.0769,0.69,0.08,7,11,0.5385
"C11H12O4S1",11,12,4,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.375,-0.1818,1.09,0.36,1,6,0.0909
"C10H14O1N2P2",10,14,1,2,0,2,"unsaturated/lignin","unsaturated/lignin",0.2727,-0.6,1.4,0.1,1,6,0.1
"C11H12O6",11,12,6,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.375,0,1.09,0.55,0,6,0
