"formula","C","H","O","N","S","P","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C30H52O2N2S1P2",30,52,2,2,1,2,"aliphatic","aliphatic+N",0.0417,-1.3333,1.73,0.07,0,7,0
"C31H50O7S1",31,50,7,0,1,0,"aliphatic","aliphatic",0.0943,-1.0968,1.61,0.23,-1,7,-0.0323
"C31H50O9",31,50,9,0,0,0,"aliphatic","aliphatic",0.0943,-1.0323,1.61,0.29,-2,7,-0.0645
"C34H51O1N2S1P1",34,51,1,2,1,1,"aliphatic","aliphatic+N",0.2203,-1.2059,1.5,0.03,6,11,0.1765
"C28H54O9S1",28,54,9,0,1,0,"aliphatic","aliphatic",-0.1556,-1.2143,1.93,0.32,-8,2,-0.2857
"C31H56O1N2S1P2",31,56,1,2,1,2,"aliphatic","aliphatic+N",0.0196,-1.4839,1.81,0.03,0,6,0
"C33H58O5S1",33,58,5,0,1,0,"aliphatic","aliphatic",0.0508,-1.3939,1.76,0.15,-1,5,-0.0303
"C36H70O4",36,70,4,0,0,0,"aliphatic","aliphatic",0,-1.7222,1.94,0.11,-2,2,-0.0556
"C15H23O16N1S1P2",15,23,16,1,1,2,"aliphatic","aliphatic+N",-2,0.9333,1.53,1.07,-14,6,-0.9333
"C25H13O15N1",25,13,15,1,0,0,"condensed aromatic","condensed aromatic",0.697,0.8,0.52,0.6,4,20,0.16
"C22H17O17N1",22,17,17,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.44,0.9091,0.77,0.77,-3,15,-0.1364
"C26H17O14N1",26,17,14,1,0,0,"aromatic","aromatic",0.6111,0.5385,0.65,0.54,4,19,0.1538
"C23H21O16N1",23,21,16,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.3571,0.6087,0.91,0.7,-3,14,-0.1304
"C27H21O13N1",27,21,13,1,0,0,"aromatic","aromatic",0.5385,0.2963,0.78,0.48,4,18,0.1481
"C24H25O15N1",24,25,15,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.2903,0.3333,1.04,0.62,-3,13,-0.125
"C28H25O12N1",28,25,12,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.4762,0.0714,0.89,0.43,4,17,0.1429
"C25H29O14N1",25,29,14,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.2353,0.08,1.16,0.56,-3,12,-0.12
"C19H39O12N1S1P2",19,39,12,1,1,2,"aliphatic","lipid",-0.8889,-0.5263,2.05,0.63,-14,2,-0.7368
"C22H34O14N1P1",22,34,14,1,0,1,"aliphatic","aliphatic+N",-0.1538,-0.1364,1.55,0.64,-9,7,-0.4091
"C22H33O16N1",22,33,16,1,0,0,"aliphatic","aliphatic+N",-0.1538,0.0909,1.5,0.73,-10,7,-0.4545
"C26H33O13N1",26,33,13,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.1892,-0.1538,1.27,0.5,-3,11,-0.1154
"C20H43O11N1S1P2",20,43,11,1,1,2,"aliphatic","lipid",-0.8095,-0.8,2.15,0.55,-14,1,-0.7
"C23H38O13N1P1",23,38,13,1,0,1,"aliphatic","aliphatic+N",-0.1724,-0.3913,1.65,0.57,-9,6,-0.3913
"C23H37O15N1",23,37,15,1,0,0,"aliphatic","aliphatic+N",-0.1724,-0.1739,1.61,0.65,-10,6,-0.4348
"C27H37O12N1",27,37,12,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.15,-0.3704,1.37,0.44,-3,10,-0.1111
"C21H47O10N1S1P2",21,47,10,1,1,2,"aliphatic","lipid",-0.75,-1.0476,2.24,0.48,-14,0,-0.6667
"C24H42O12N1P1",24,42,12,1,0,1,"aliphatic","aliphatic+N",-0.1875,-0.625,1.75,0.5,-9,5,-0.375
"C24H41O14N1",24,41,14,1,0,0,"aliphatic","aliphatic+N",-0.1875,-0.4167,1.71,0.58,-10,5,-0.4167
"C28H41O11N1",28,41,11,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.1163,-0.5714,1.46,0.39,-3,9,-0.1071
"C25H46O11N1P1",25,46,11,1,0,1,"aliphatic","aliphatic+N",-0.2,-0.84,1.84,0.44,-9,4,-0.36
"C29H47O6N1P2",29,47,6,1,0,2,"aliphatic","aliphatic+N",0.087,-1.1034,1.62,0.21,-1,8,-0.0345
"C25H45O13N1",25,45,13,1,0,0,"aliphatic","aliphatic+N",-0.2,-0.64,1.8,0.52,-10,4,-0.4
"C29H45O10N1",29,45,10,1,0,0,"aliphatic","aliphatic+N",0.087,-0.7586,1.55,0.34,-3,8,-0.1034
"C26H50O10N1P1",26,50,10,1,0,1,"aliphatic","aliphatic+N",-0.2105,-1.0385,1.92,0.38,-9,3,-0.3462
"C26H49O12N1",26,49,12,1,0,0,"aliphatic","aliphatic+N",-0.2105,-0.8462,1.88,0.46,-10,3,-0.3846
"C27H53O11N1",27,53,11,1,0,0,"aliphatic","aliphatic+N",-0.2195,-1.037,1.96,0.41,-10,2,-0.3704
"C33H61O6N1",33,61,6,1,0,0,"aliphatic","aliphatic+N",0,-1.3939,1.85,0.18,-3,4,-0.0909
"C25H12O16",25,12,16,0,0,0,"condensed aromatic","condensed aromatic",0.7059,0.8,0.48,0.64,4,20,0.16
"C28H13O8N2S1P1",28,13,8,2,1,1,"condensed aromatic","condensed aromatic",0.8,0.3929,0.46,0.29,12,24,0.4286
"C28H14O8N2P2",28,14,8,2,0,2,"condensed aromatic","condensed aromatic",0.8,0.2857,0.5,0.29,12,24,0.4286
"C22H16O18",22,16,18,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4615,0.9091,0.73,0.82,-3,15,-0.1364
"C26H16O15",26,16,15,0,0,0,"aromatic","aromatic",0.6216,0.5385,0.62,0.58,4,19,0.1538
"C25H16O14N2",25,16,14,2,0,0,"aromatic","aromatic",0.625,0.72,0.64,0.56,3,19,0.12
"C23H20O17",23,20,17,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3793,0.6087,0.87,0.74,-3,14,-0.1304
"C22H20O16N2",22,20,16,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.3333,0.8182,0.91,0.73,-4,14,-0.1818
"C27H20O14",27,20,14,0,0,0,"aromatic","aromatic",0.55,0.2963,0.74,0.52,4,18,0.1481
"C30H21O6N2S1P1",30,21,6,2,1,1,"aromatic","aromatic",0.6522,-0.0333,0.7,0.2,12,22,0.4
"C26H20O13N2",26,20,13,2,0,0,"aromatic","aromatic",0.5429,0.4615,0.77,0.5,3,18,0.1154
"C24H24O16",24,24,16,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3125,0.3333,1,0.67,-3,13,-0.125
"C16H30O16N2P2",16,30,16,2,0,2,"aliphatic","aliphatic+N",-2,0.5,1.88,1,-16,4,-1
"C23H24O15N2",23,24,15,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.2593,0.5217,1.04,0.65,-4,13,-0.1739
"C21H29O16P1",21,29,16,0,0,1,"unsaturated/lignin","unsaturated/lignin",-0.0833,0.1429,1.38,0.76,-9,8,-0.4286
"C31H25O5N2S1P1",31,25,5,2,1,1,"aromatic","aromatic",0.5918,-0.2258,0.81,0.16,12,21,0.3871
"C29H29O8S1P1",29,29,8,0,1,1,"unsaturated/lignin","unsaturated/lignin",0.4348,-0.3793,1,0.28,6,16,0.2069
"C27H24O12N2",27,24,12,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.4737,0.2222,0.89,0.44,3,17,0.1111
"C38H21O2N2P1",38,21,2,2,0,1,"condensed aromatic","condensed aromatic",0.7647,-0.2895,0.55,0.05,25,30,0.6579
"C28H30O5N2S1P2",28,30,5,2,1,2,"unsaturated/lignin","unsaturated/lignin",0.4146,-0.4286,1.07,0.18,6,16,0.2143
"C38H20O4N2",38,20,4,2,0,0,"condensed aromatic","condensed aromatic",0.7647,-0.1579,0.53,0.11,24,30,0.6316
"C25H28O15",25,28,15,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2571,0.08,1.12,0.6,-3,12,-0.12
"C24H28O14N2",24,28,14,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.2,0.25,1.17,0.58,-4,12,-0.1667
"C29H28O12",29,28,12,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4348,-0.1379,0.97,0.41,4,16,0.1379
"C32H29O4N2S1P1",32,29,4,2,1,1,"aromatic","aromatic",0.5385,-0.4062,0.91,0.12,12,20,0.375
"C19H37O15S1P1",19,37,15,0,1,1,"aliphatic","aliphatic",-0.7895,-0.2632,1.95,0.79,-15,2,-0.7895
"C26H32O12S1",26,32,12,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.2105,-0.2308,1.23,0.46,-2,11,-0.0769
"C39H25O1N2P1",39,25,1,2,0,1,"condensed aromatic","condensed aromatic",0.7183,-0.4359,0.64,0.03,25,29,0.641
"C29H34O4N2S1P2",29,34,4,2,1,2,"unsaturated/lignin","unsaturated/lignin",0.3636,-0.6207,1.17,0.14,6,15,0.2069
"C26H32O14",26,32,14,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2105,-0.1538,1.23,0.54,-3,11,-0.1154
"C30H33O9P1",30,33,9,0,0,1,"unsaturated/lignin","unsaturated/lignin",0.3878,-0.5,1.1,0.3,5,15,0.1667
"C37H28O6",37,28,6,0,0,0,"aromatic","aromatic",0.6176,-0.4324,0.76,0.16,18,24,0.4865
"C23H37O14P1",23,37,14,0,0,1,"aliphatic","aliphatic",-0.1333,-0.3913,1.61,0.61,-9,6,-0.3913
"C26H38O6N2S1P2",26,38,6,2,1,2,"unsaturated/lignin","unsaturated/lignin",0.1111,-0.6923,1.46,0.23,-1,10,-0.0385
"C30H32O11",30,32,11,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3878,-0.3333,1.07,0.37,4,15,0.1333
"C33H33O3N2S1P1",33,33,3,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.4909,-0.5758,1,0.09,12,19,0.3636
"C29H33O8N2P1",29,33,8,2,0,1,"unsaturated/lignin","unsaturated/lignin",0.3636,-0.3793,1.14,0.28,4,15,0.1379
"C27H36O11S1",27,36,11,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.1707,-0.4444,1.33,0.41,-2,10,-0.0741
"C30H38O3N2S1P2",30,38,3,2,1,2,"unsaturated/lignin","unsaturated/lignin",0.3191,-0.8,1.27,0.1,6,14,0.2
"C34H32O8",34,32,8,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.5,-0.4706,0.94,0.24,11,19,0.3235
"C27H36O13",27,36,13,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.1707,-0.3704,1.33,0.48,-3,10,-0.1111
"C30H37O5N2S1P1",30,37,5,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.3191,-0.6333,1.23,0.17,5,14,0.1667
"C38H32O5",38,32,5,0,0,0,"aromatic","aromatic",0.5775,-0.5789,0.84,0.13,18,23,0.4737
"C30H38O5N2P2",30,38,5,2,0,2,"unsaturated/lignin","unsaturated/lignin",0.3191,-0.7333,1.27,0.17,5,14,0.1667
"C26H36O12N2",26,36,12,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.1111,-0.2308,1.38,0.46,-4,10,-0.1538
"C34H37O2N2S1P1",34,37,2,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.4483,-0.7353,1.09,0.06,12,18,0.3529
"C21H45O13S1P1",21,45,13,0,1,1,"aliphatic","lipid",-0.68,-0.8095,2.14,0.62,-15,0,-0.7143
"C28H40O10S1",28,40,10,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.1364,-0.6429,1.43,0.36,-2,9,-0.0714
"C23H41O12N2P1",23,41,12,2,0,1,"aliphatic","aliphatic+N",-0.2857,-0.4783,1.78,0.52,-10,5,-0.4348
"C30H36O9N2",30,36,9,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.3191,-0.4,1.2,0.3,3,14,0.1
"C28H41O10P1",28,41,10,0,0,1,"unsaturated/lignin","unsaturated/lignin",0.1364,-0.75,1.46,0.36,-2,9,-0.0714
"C35H36O7",35,36,7,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4603,-0.6286,1.03,0.2,11,18,0.3143
"C24H46O7N2S1P2",24,46,7,2,1,2,"aliphatic","aliphatic+N",-0.2903,-1,1.92,0.29,-8,4,-0.3333
"C28H40O12",28,40,12,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.1364,-0.5714,1.43,0.43,-3,9,-0.1071
"C27H40O11N2",27,40,11,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.0769,-0.4444,1.48,0.41,-4,9,-0.1481
"C25H45O12P1",25,45,12,0,0,1,"aliphatic","aliphatic",-0.1667,-0.84,1.8,0.48,-9,4,-0.36
"C28H46O4N2S1P2",28,46,4,2,1,2,"aliphatic","aliphatic+N",0.0476,-1.0714,1.64,0.14,-1,8,-0.0357
"C29H44O9S1",29,44,9,0,1,0,"aliphatic","aliphatic",0.1064,-0.8276,1.52,0.31,-2,8,-0.069
"C24H45O11N2P1",24,45,11,2,0,1,"aliphatic","aliphatic+N",-0.2903,-0.7083,1.88,0.46,-10,4,-0.4167
"C43H36O1",43,36,1,0,0,0,"aromatic","aromatic",0.6,-0.7907,0.84,0.02,25,26,0.5814
"C31H40O8N2",31,40,8,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.28,-0.5806,1.29,0.26,3,13,0.0968
"C29H45O9P1",29,45,9,0,0,1,"aliphatic","aliphatic",0.1064,-0.931,1.55,0.31,-2,8,-0.069
"C36H40O6",36,40,6,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4242,-0.7778,1.11,0.17,11,17,0.3056
"C29H44O11",29,44,11,0,0,0,"aliphatic","aliphatic",0.1064,-0.7586,1.52,0.38,-3,8,-0.1034
"C26H49O11P1",26,49,11,0,0,1,"aliphatic","aliphatic",-0.1795,-1.0385,1.88,0.42,-9,3,-0.3462
"C29H50O3N2S1P2",29,50,3,2,1,2,"aliphatic","aliphatic+N",0.0222,-1.2414,1.72,0.1,-1,7,-0.0345
"C30H48O8S1",30,48,8,0,1,0,"aliphatic","aliphatic",0.08,-1,1.6,0.27,-2,7,-0.0667
"C30H49O8P1",30,49,8,0,0,1,"aliphatic","aliphatic",0.08,-1.1,1.63,0.27,-2,7,-0.0667
"C30H48O10",30,48,10,0,0,0,"aliphatic","aliphatic",0.08,-0.9333,1.6,0.33,-3,7,-0.1
"C27H53O10P1",27,53,10,0,0,1,"aliphatic","aliphatic",-0.1905,-1.2222,1.96,0.37,-9,2,-0.3333
"C34H48O7",34,48,7,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2459,-1,1.41,0.21,4,11,0.1176
"C31H52O7S1",31,52,7,0,1,0,"aliphatic","aliphatic",0.0566,-1.1613,1.68,0.23,-2,6,-0.0645
"C31H52O9",31,52,9,0,0,0,"aliphatic","aliphatic",0.0566,-1.0968,1.68,0.29,-3,6,-0.0968
"C28H57O9P1",28,57,9,0,0,1,"aliphatic","lipid",-0.2,-1.3929,2.04,0.32,-9,1,-0.3214
"C32H56O6S1",32,56,6,0,1,0,"aliphatic","aliphatic",0.0357,-1.3125,1.75,0.19,-2,5,-0.0625
"C32H56O8",32,56,8,0,0,0,"aliphatic","aliphatic",0.0357,-1.25,1.75,0.25,-3,5,-0.0938
"C33H60O5S1",33,60,5,0,1,0,"aliphatic","aliphatic",0.0169,-1.4545,1.82,0.15,-2,4,-0.0606
"C36H72O4",36,72,4,0,0,0,"aliphatic","lipid",-0.0294,-1.7778,2,0.11,-3,1,-0.0833
"C24H11O16N1",24,11,16,1,0,0,"condensed aromatic","condensed aromatic",0.7333,1,0.46,0.67,3,20,0.125
"C19H25O13N1S1P2",19,25,13,1,1,2,"unsaturated/lignin","unsaturated/lignin",-0.1765,0.3158,1.32,0.68,-8,9,-0.4211
"C22H19O17N1",22,19,17,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.36,0.8182,0.86,0.77,-4,14,-0.1818
"C16H29O15N1S1P2",16,29,15,1,1,2,"aliphatic","aliphatic+N",-1.6667,0.375,1.81,0.94,-15,4,-0.9375
"C26H19O14N1",26,19,14,1,0,0,"aromatic","aromatic",0.5556,0.4615,0.73,0.54,3,18,0.1154
"C20H29O12N1S1P2",20,29,12,1,1,2,"unsaturated/lignin","unsaturated/lignin",-0.2,0,1.45,0.6,-8,8,-0.4
"C23H23O16N1",23,23,16,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.2857,0.5217,1,0.7,-4,13,-0.1739
"C38H21O1N1P2",38,21,1,1,0,2,"condensed aromatic","condensed aromatic",0.7681,-0.4211,0.55,0.03,26,30,0.6842
"C27H23O13N1",27,23,13,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.4872,0.2222,0.85,0.48,3,17,0.1111
"C24H27O15N1",24,27,15,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.2258,0.25,1.12,0.62,-4,12,-0.1667
"C18H37O13N1S1P2",18,37,13,1,1,2,"aliphatic","lipid",-1.1333,-0.3333,2.06,0.72,-15,2,-0.8333
"C21H32O15N1P1",21,32,15,1,0,1,"aliphatic","aliphatic+N",-0.2174,0.0476,1.52,0.71,-10,7,-0.4762
"C28H27O12N1",28,27,12,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.4286,0,0.96,0.43,3,16,0.1071
"C25H31O14N1",25,31,14,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.1765,0,1.24,0.56,-4,11,-0.16
"C26H35O13N1",26,35,13,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.1351,-0.2308,1.35,0.5,-4,10,-0.1538
"C23H39O15N1",23,39,15,1,0,0,"aliphatic","aliphatic+N",-0.2414,-0.2609,1.7,0.65,-11,5,-0.4783
"C26H51O12N1",26,51,12,1,0,0,"aliphatic","aliphatic+N",-0.2632,-0.9231,1.96,0.46,-11,2,-0.4231
"C31H55O6N1S1",31,55,6,1,1,0,"aliphatic","aliphatic+N",0,-1.2258,1.77,0.19,-3,5,-0.0968
"C21H14O19",21,14,19,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4783,1.1429,0.67,0.9,-4,15,-0.1905
"C25H14O16",25,14,16,0,0,0,"aromatic","aromatic",0.6471,0.72,0.56,0.64,3,19,0.12
"C24H14O15N2",24,14,15,2,0,0,"aromatic","aromatic",0.6552,0.9167,0.58,0.62,2,19,0.0833
"C22H18O18",22,18,18,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3846,0.8182,0.82,0.82,-4,14,-0.1818
"C18H22O17N2S1",18,22,17,2,1,0,"unsaturated/lignin","unsaturated/lignin",-0.3846,1.1111,1.22,0.94,-11,9,-0.6111
"C26H18O15",26,18,15,0,0,0,"aromatic","aromatic",0.5676,0.4615,0.69,0.58,3,18,0.1154
"C25H18O14N2",25,18,14,2,0,0,"aromatic","aromatic",0.5625,0.64,0.72,0.56,2,18,0.08
"C23H22O17",23,22,17,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3103,0.5217,0.96,0.74,-4,13,-0.1739
"C27H22O14",27,22,14,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.5,0.2222,0.81,0.52,3,17,0.1111
"C30H23O6N2S1P1",30,23,6,2,1,1,"aromatic","aromatic",0.6087,-0.1,0.77,0.2,11,21,0.3667
"C27H28O6N2S1P2",27,28,6,2,1,2,"unsaturated/lignin","unsaturated/lignin",0.4211,-0.2963,1.04,0.22,5,16,0.1852
"C24H26O16",24,26,16,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.25,0.25,1.08,0.67,-4,12,-0.1667
"C28H27O11P1",28,27,11,0,0,1,"unsaturated/lignin","unsaturated/lignin",0.4419,-0.1786,0.96,0.39,4,16,0.1429
"C23H26O15N2",23,26,15,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.1852,0.4348,1.13,0.65,-5,12,-0.2174
"C28H26O13",28,26,13,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4419,0,0.93,0.46,3,16,0.1071
"C29H32O6S1P2",29,32,6,0,1,2,"unsaturated/lignin","unsaturated/lignin",0.3913,-0.6207,1.1,0.21,6,15,0.2069
"C28H32O5N2S1P2",28,32,5,2,1,2,"unsaturated/lignin","unsaturated/lignin",0.3659,-0.5,1.14,0.18,5,15,0.1786
"C25H30O15",25,30,15,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2,0,1.2,0.6,-4,11,-0.16
"C36H26O7",36,26,7,0,0,0,"aromatic","aromatic",0.6308,-0.3333,0.72,0.19,17,24,0.4722
"C33H30O7S1",33,30,7,0,1,0,"aromatic","aromatic",0.5088,-0.4242,0.91,0.21,11,19,0.3333
"C29H30O12",29,30,12,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3913,-0.2069,1.03,0.41,3,15,0.1034
"C32H31O4N2S1P1",32,31,4,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.5,-0.4688,0.97,0.12,11,19,0.3438
"C26H34O12S1",26,34,12,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.1579,-0.3077,1.31,0.46,-3,10,-0.1154
"C21H35O14N2P1",21,35,14,2,0,1,"aliphatic","aliphatic+N",-0.3636,-0.0476,1.67,0.67,-11,6,-0.5238
"C26H35O12P1",26,35,12,0,0,1,"unsaturated/lignin","unsaturated/lignin",0.1579,-0.4231,1.35,0.46,-3,10,-0.1154
"C29H36O4N2S1P2",29,36,4,2,1,2,"unsaturated/lignin","unsaturated/lignin",0.3182,-0.6897,1.24,0.14,5,14,0.1724
"C21H34O16N2",21,34,16,2,0,0,"aliphatic","aliphatic+N",-0.3636,0.1905,1.62,0.76,-12,6,-0.5714
"C22H40O9N2S1P2",22,40,9,2,1,2,"aliphatic","aliphatic+N",-0.36,-0.6364,1.82,0.41,-9,5,-0.4091
"C26H34O14",26,34,14,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.1579,-0.2308,1.31,0.54,-4,10,-0.1538
"C37H30O6",37,30,6,0,0,0,"aromatic","aromatic",0.5882,-0.4865,0.81,0.16,17,23,0.4595
"C34H34O6S1",34,34,6,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.4667,-0.5882,1,0.18,11,18,0.3235
"C30H34O11",30,34,11,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3469,-0.4,1.13,0.37,3,14,0.1
"C33H35O3N2S1P1",33,35,3,2,1,1,"unsaturated/lignin","unsaturated/lignin",0.4545,-0.6364,1.06,0.09,11,18,0.3333
"C27H38O11S1",27,38,11,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.122,-0.5185,1.41,0.41,-3,9,-0.1111
"C22H39O13N2P1",22,39,13,2,0,1,"aliphatic","aliphatic+N",-0.36,-0.3182,1.77,0.59,-11,5,-0.5
"C29H34O10N2",29,34,10,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.3182,-0.2759,1.17,0.34,2,14,0.069
"C27H39O11P1",27,39,11,0,0,1,"unsaturated/lignin","unsaturated/lignin",0.122,-0.6296,1.44,0.41,-3,9,-0.1111
"C30H40O3N2S1P2",30,40,3,2,1,2,"unsaturated/lignin","unsaturated/lignin",0.2766,-0.8667,1.33,0.1,5,13,0.1667
"C22H38O15N2",22,38,15,2,0,0,"aliphatic","aliphatic+N",-0.36,-0.0909,1.73,0.68,-12,5,-0.5455
"C23H44O8N2S1P2",23,44,8,2,1,2,"aliphatic","aliphatic+N",-0.3571,-0.8696,1.91,0.35,-9,4,-0.3913
"C27H38O13",27,38,13,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.122,-0.4444,1.41,0.48,-4,9,-0.1481
"C38H34O5",38,34,5,0,0,0,"aromatic","aromatic",0.5493,-0.6316,0.89,0.13,17,22,0.4474
"C35H38O5S1",35,38,5,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.4286,-0.7429,1.09,0.14,11,17,0.3143
"C31H38O10",31,38,10,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3077,-0.5806,1.23,0.32,3,13,0.0968
"C28H42O10S1",28,42,10,0,1,0,"aliphatic","aliphatic",0.0909,-0.7143,1.5,0.36,-3,8,-0.1071
"C34H38O4N2S1",34,38,4,2,1,0,"unsaturated/lignin","unsaturated/lignin",0.4138,-0.6471,1.12,0.12,10,17,0.2941
"C30H38O9N2",30,38,9,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.2766,-0.4667,1.27,0.3,2,13,0.0667
"C28H43O10P1",28,43,10,0,0,1,"aliphatic","aliphatic",0.0909,-0.8214,1.54,0.36,-3,8,-0.1071
"C27H42O9N2S1",27,42,9,2,1,0,"aliphatic","aliphatic+N",0.0256,-0.5926,1.56,0.33,-4,8,-0.1481
"C35H38O7",35,38,7,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4286,-0.6857,1.09,0.2,10,17,0.2857
"C23H42O14N2",23,42,14,2,0,0,"aliphatic","aliphatic+N",-0.3571,-0.3478,1.83,0.61,-12,4,-0.5217
"C24H48O7N2S1P2",24,48,7,2,1,2,"aliphatic","lipid",-0.3548,-1.0833,2,0.29,-9,3,-0.375
"C28H42O12",28,42,12,0,0,0,"aliphatic","aliphatic",0.0909,-0.6429,1.5,0.43,-4,8,-0.1429
"C39H38O4",39,38,4,0,0,0,"aromatic","aromatic",0.5135,-0.7692,0.97,0.1,17,21,0.4359
"C25H47O12P1",25,47,12,0,0,1,"aliphatic","aliphatic",-0.2222,-0.92,1.88,0.48,-10,3,-0.4
"C28H48O4N2S1P2",28,48,4,2,1,2,"aliphatic","aliphatic+N",0,-1.1429,1.71,0.14,-2,7,-0.0714
"C29H46O9S1",29,46,9,0,1,0,"aliphatic","aliphatic",0.0638,-0.8966,1.59,0.31,-3,7,-0.1034
"C31H42O8N2",31,42,8,2,0,0,"unsaturated/lignin","unsaturated/lignin",0.24,-0.6452,1.35,0.26,2,12,0.0645
"C29H47O9P1",29,47,9,0,0,1,"aliphatic","aliphatic",0.0638,-1,1.62,0.31,-3,7,-0.1034
"C36H42O6",36,42,6,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3939,-0.8333,1.17,0.17,10,16,0.2778
"C25H52O6N2S1P2",25,52,6,2,1,2,"aliphatic","lipid",-0.3529,-1.28,2.08,0.24,-9,2,-0.36
"C29H46O11",29,46,11,0,0,0,"aliphatic","aliphatic",0.0638,-0.8276,1.59,0.38,-4,7,-0.1379
"C26H51O11P1",26,51,11,0,0,1,"aliphatic","aliphatic",-0.2308,-1.1154,1.96,0.42,-10,2,-0.3846
"C30H50O8S1",30,50,8,0,1,0,"aliphatic","aliphatic",0.04,-1.0667,1.67,0.27,-3,6,-0.1
"C30H51O8P1",30,51,8,0,0,1,"aliphatic","aliphatic",0.04,-1.1667,1.7,0.27,-3,6,-0.1
"C26H56O5N2S1P2",26,56,5,2,1,2,"aliphatic","lipid",-0.3514,-1.4615,2.15,0.19,-9,1,-0.3462
"C30H50O10",30,50,10,0,0,0,"aliphatic","aliphatic",0.04,-1,1.67,0.33,-4,6,-0.1333
"C34H50O7",34,50,7,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2131,-1.0588,1.47,0.21,3,10,0.0882
"C31H54O7S1",31,54,7,0,1,0,"aliphatic","aliphatic",0.0189,-1.2258,1.74,0.23,-3,5,-0.0968
"C31H54O9",31,54,9,0,0,0,"aliphatic","aliphatic",0.0189,-1.1613,1.74,0.29,-4,5,-0.129
"C32H59O6P1",32,59,6,0,0,1,"aliphatic","aliphatic",0,-1.4688,1.84,0.19,-3,4,-0.0938
"C39H54O3",39,54,3,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3067,-1.2308,1.38,0.08,10,13,0.2564
"C32H58O8",32,58,8,0,0,0,"aliphatic","aliphatic",0,-1.3125,1.81,0.25,-4,4,-0.125
