formula,region,site,transect,horizon
C20H29O7N1,WLE,OWC,wc,A
C19H8O10,WLE,OWC,transition,A
C19H8O10,WLE,OWC,wte,A
C19H8O10,WLE,OWC,wc,A
C16H12O10S1,WLE,OWC,wte,A
C16H12O10S1,WLE,OWC,wc,A
C16H12O12,WLE,OWC,upland,A
C16H12O12,WLE,OWC,transition,A
C16H12O12,WLE,OWC,wte,A
C16H12O12,WLE,OWC,wc,A
C16H12O12,WLE,OWC,upland,B
C16H12O12,WLE,OWC,transition,B
C20H12O9,WLE,OWC,transition,A
C20H12O9,WLE,OWC,wte,A
C20H12O9,WLE,OWC,wc,A
C17H16O9S1,WLE,OWC,wte,A
C17H16O9S1,WLE,OWC,wc,A
C17H16O11,WLE,OWC,upland,A
C17H16O11,WLE,OWC,transition,A
C17H16O11,WLE,OWC,wte,A
C17H16O11,WLE,OWC,wc,A
C17H16O11,WLE,OWC,upland,B
C17H16O11,WLE,OWC,transition,B
C16H16O10N2,WLE,OWC,upland,A
C16H16O10N2,WLE,OWC,transition,A
C16H16O10N2,WLE,OWC,wte,A
C16H16O10N2,WLE,OWC,wc,A
C21H16O8,WLE,OWC,wte,A
C18H20O10,WLE,OWC,upland,A
C18H20O10,WLE,OWC,transition,A
C18H20O10,WLE,OWC,wte,A
C18H20O10,WLE,OWC,wc,A
C18H20O10,WLE,OWC,upland,B
C18H20O10,WLE,OWC,transition,B
C17H20O9N2,WLE,OWC,wte,A
C17H20O9N2,WLE,OWC,wc,A
C19H24O7S1,WLE,OWC,wc,A
C15H11O10N1S1,WLE,OWC,wte,A
C15H11O12N1,WLE,OWC,wte,A
C19H11O9N1,WLE,OWC,upland,A
C19H11O9N1,WLE,OWC,transition,A
C19H11O9N1,WLE,OWC,wte,A
C19H11O9N1,WLE,OWC,wc,A
C16H15O9N1S1,WLE,OWC,wte,A
C16H15O9N1S1,WLE,OWC,wc,A
C16H15O11N1,WLE,OWC,upland,A
C16H15O11N1,WLE,OWC,transition,A
C16H15O11N1,WLE,OWC,wte,A
C16H15O11N1,WLE,OWC,wc,A
C16H15O11N1,WLE,OWC,transition,B
C20H15O8N1,WLE,OWC,wte,A
C20H15O8N1,WLE,OWC,wc,A
C17H19O10N1,WLE,OWC,upland,A
C17H19O10N1,WLE,OWC,transition,A
C17H19O10N1,WLE,OWC,wte,A
C17H19O10N1,WLE,OWC,wc,A
C17H19O10N1,WLE,OWC,upland,B
C17H19O10N1,WLE,OWC,transition,B
C15H10O11S1,WLE,OWC,wte,A
C15H10O13,WLE,OWC,upland,A
C15H10O13,WLE,OWC,transition,A
C15H10O13,WLE,OWC,wte,A
C19H10O10,WLE,OWC,upland,A
C19H10O10,WLE,OWC,transition,A
C19H10O10,WLE,OWC,wte,A
C19H10O10,WLE,OWC,wc,A
C16H14O12,WLE,OWC,upland,A
C16H14O12,WLE,OWC,transition,A
C16H14O12,WLE,OWC,wte,A
C16H14O12,WLE,OWC,wc,A
C16H14O12,WLE,OWC,upland,B
C16H14O12,WLE,OWC,transition,B
C15H14O11N2,WLE,OWC,wte,A
C20H14O9,WLE,OWC,upland,A
C20H14O9,WLE,OWC,transition,A
C20H14O9,WLE,OWC,wte,A
C20H14O9,WLE,OWC,wc,A
C20H14O9,WLE,OWC,transition,B
C17H18O9S1,WLE,OWC,wte,A
C17H18O9S1,WLE,OWC,wc,A
C21H19O4S1P1,WLE,OWC,wte,A
C17H18O11,WLE,OWC,upland,A
C17H18O11,WLE,OWC,transition,A
C17H18O11,WLE,OWC,wte,A
C17H18O11,WLE,OWC,wc,A
C17H18O11,WLE,OWC,upland,B
C17H18O11,WLE,OWC,transition,B
C16H18O10N2,WLE,OWC,wte,A
C16H18O10N2,WLE,OWC,wc,A
C21H18O8,WLE,OWC,upland,A
C21H18O8,WLE,OWC,wte,A
C21H18O8,WLE,OWC,wc,A
C18H22O8S1,WLE,OWC,wte,A
C18H22O8S1,WLE,OWC,wc,A
C22H22O7,WLE,OWC,wc,A
C19H26O7S1,WLE,OWC,wte,A
C19H26O7S1,WLE,OWC,wc,A
C18H9O10N1,WLE,OWC,transition,A
C18H9O10N1,WLE,OWC,wte,A
C18H9O10N1,WLE,OWC,wc,A
C15H13O10N1S1,WLE,OWC,wte,A
C19H13O9N1,WLE,OWC,upland,A
C19H13O9N1,WLE,OWC,transition,A
C19H13O9N1,WLE,OWC,wte,A
C19H13O9N1,WLE,OWC,wc,A
C16H17O11N1,WLE,OWC,upland,A
C16H17O11N1,WLE,OWC,transition,A
C16H17O11N1,WLE,OWC,wte,A
C16H17O11N1,WLE,OWC,wc,A
C16H17O11N1,WLE,OWC,transition,B
C20H17O8N1,WLE,OWC,wte,A
C20H17O8N1,WLE,OWC,wc,A
C18H8O11,WLE,OWC,upland,A
C18H8O11,WLE,OWC,transition,A
C18H8O11,WLE,OWC,wte,A
C18H8O11,WLE,OWC,wc,A
C15H12O11S1,WLE,OWC,wte,A
C15H12O11S1,WLE,OWC,wc,A
C15H12O13,WLE,OWC,upland,A
C15H12O13,WLE,OWC,transition,A
C15H12O13,WLE,OWC,wte,A
C19H12O10,WLE,OWC,upland,A
C19H12O10,WLE,OWC,transition,A
C19H12O10,WLE,OWC,wte,A
C19H12O10,WLE,OWC,wc,A
C19H12O10,WLE,OWC,transition,B
C16H16O10S1,WLE,OWC,transition,A
C16H16O10S1,WLE,OWC,wte,A
C16H16O10S1,WLE,OWC,wc,A
C18H12O9N2,WLE,OWC,wte,A
C18H12O9N2,WLE,OWC,wc,A
C16H16O12,WLE,OWC,upland,A
C16H16O12,WLE,OWC,transition,A
C16H16O12,WLE,OWC,wte,A
C16H16O12,WLE,OWC,wc,A
C16H16O12,WLE,OWC,upland,B
C16H16O12,WLE,OWC,transition,B
C20H16O9,WLE,OWC,upland,A
C20H16O9,WLE,OWC,transition,A
C20H16O9,WLE,OWC,wte,A
C20H16O9,WLE,OWC,wc,A
C20H16O9,WLE,OWC,upland,B
C20H16O9,WLE,OWC,transition,B
C17H20O9S1,WLE,OWC,upland,A
C17H20O9S1,WLE,OWC,transition,A
C17H20O9S1,WLE,OWC,wte,A
C17H20O9S1,WLE,OWC,wc,A
C14H24O11S1,WLE,OWC,wc,A
C21H20O8,WLE,OWC,upland,A
C21H20O8,WLE,OWC,transition,A
C21H20O8,WLE,OWC,wte,A
C21H20O8,WLE,OWC,wc,A
C21H20O8,WLE,OWC,upland,B
C21H20O8,WLE,OWC,transition,B
C18H24O8S1,WLE,OWC,wte,A
C18H24O8S1,WLE,OWC,wc,A
C23H28O6,WLE,OWC,wte,A
C23H28O6,WLE,OWC,wc,A
C18H11O10N1,WLE,OWC,upland,A
C18H11O10N1,WLE,OWC,transition,A
C18H11O10N1,WLE,OWC,wte,A
C18H11O10N1,WLE,OWC,wc,A
C15H15O12N1,WLE,OWC,upland,A
C15H15O12N1,WLE,OWC,transition,A
C15H15O12N1,WLE,OWC,wte,A
C19H15O9N1,WLE,OWC,upland,A
C19H15O9N1,WLE,OWC,transition,A
C19H15O9N1,WLE,OWC,wte,A
C19H15O9N1,WLE,OWC,wc,A
C19H15O9N1,WLE,OWC,transition,B
C16H19O11N1,WLE,OWC,upland,A
C16H19O11N1,WLE,OWC,transition,A
C16H19O11N1,WLE,OWC,wte,A
C16H19O11N1,WLE,OWC,wc,A
C16H19O11N1,WLE,OWC,upland,B
C16H19O11N1,WLE,OWC,transition,B
C20H19O8N1,WLE,OWC,wte,A
C20H19O8N1,WLE,OWC,wc,A
C18H10O11,WLE,OWC,upland,A
C18H10O11,WLE,OWC,transition,A
C18H10O11,WLE,OWC,wte,A
C18H10O11,WLE,OWC,wc,A
C18H10O11,WLE,OWC,transition,B
C15H14O11S1,WLE,OWC,wte,A
C17H10O10N2,WLE,OWC,wte,A
C15H14O13,WLE,OWC,upland,A
C15H14O13,WLE,OWC,transition,A
C15H14O13,WLE,OWC,wte,A
C15H14O13,WLE,OWC,upland,B
C19H14O10,WLE,OWC,upland,A
C19H14O10,WLE,OWC,transition,A
C19H14O10,WLE,OWC,wte,A
C19H14O10,WLE,OWC,wc,A
C19H14O10,WLE,OWC,upland,B
C19H14O10,WLE,OWC,transition,B
C16H18O10S1,WLE,OWC,transition,A
C16H18O10S1,WLE,OWC,wte,A
C16H18O10S1,WLE,OWC,wc,A
C18H14O9N2,WLE,OWC,transition,A
C18H14O9N2,WLE,OWC,wte,A
C18H14O9N2,WLE,OWC,wc,A
C16H18O12,WLE,OWC,upland,A
C16H18O12,WLE,OWC,transition,A
C16H18O12,WLE,OWC,wte,A
C16H18O12,WLE,OWC,wc,A
C16H18O12,WLE,OWC,upland,B
C16H18O12,WLE,OWC,transition,B
C13H22O12S1,WLE,OWC,wc,A
C17H22O9S1,WLE,OWC,upland,A
C17H22O9S1,WLE,OWC,transition,A
C17H22O9S1,WLE,OWC,wte,A
C17H22O9S1,WLE,OWC,wc,A
C16H23O8N2P1,WLE,OWC,wc,A
C21H22O8,WLE,OWC,upland,A
C21H22O8,WLE,OWC,transition,A
C21H22O8,WLE,OWC,wte,A
C21H22O8,WLE,OWC,wc,A
C21H22O8,WLE,OWC,upland,B
C21H22O8,WLE,OWC,transition,B
C18H26O8S1,WLE,OWC,wte,A
C18H26O8S1,WLE,OWC,wc,A
C22H26O7,WLE,OWC,upland,A
C22H26O7,WLE,OWC,transition,A
C22H26O7,WLE,OWC,wte,A
C22H26O7,WLE,OWC,wc,A
C22H26O7,WLE,OWC,upland,B
C22H26O7,WLE,OWC,transition,B
C23H30O6,WLE,OWC,upland,A
C23H30O6,WLE,OWC,transition,A
C23H30O6,WLE,OWC,wte,A
C23H30O6,WLE,OWC,wc,A
C17H9O11N1,WLE,OWC,transition,A
C17H9O11N1,WLE,OWC,wte,A
C18H13O10N1,WLE,OWC,upland,A
C18H13O10N1,WLE,OWC,transition,A
C18H13O10N1,WLE,OWC,wte,A
C18H13O10N1,WLE,OWC,wc,A
C18H13O10N1,WLE,OWC,transition,B
C15H17O12N1,WLE,OWC,upland,A
C15H17O12N1,WLE,OWC,transition,A
C15H17O12N1,WLE,OWC,wte,A
C15H17O12N1,WLE,OWC,wc,A
C19H17O9N1,WLE,OWC,upland,A
C19H17O9N1,WLE,OWC,transition,A
C19H17O9N1,WLE,OWC,wte,A
C19H17O9N1,WLE,OWC,wc,A
C19H17O9N1,WLE,OWC,transition,B
C20H21O8N1,WLE,OWC,transition,A
C20H21O8N1,WLE,OWC,wte,A
C20H21O8N1,WLE,OWC,wc,A
C21H25O7N1,WLE,OWC,wte,A
C21H25O7N1,WLE,OWC,wc,A
C17H8O12,WLE,OWC,upland,A
C17H8O12,WLE,OWC,transition,A
C17H8O12,WLE,OWC,wte,A
C14H12O14,WLE,OWC,upland,A
C15H16O11S1,WLE,OWC,wte,A
C17H12O10N2,WLE,OWC,wte,A
C15H16O13,WLE,OWC,upland,A
C15H16O13,WLE,OWC,transition,A
C15H16O13,WLE,OWC,wte,A
C19H16O10,WLE,OWC,upland,A
C19H16O10,WLE,OWC,transition,A
C19H16O10,WLE,OWC,wte,A
C19H16O10,WLE,OWC,wc,A
C19H16O10,WLE,OWC,upland,B
C19H16O10,WLE,OWC,transition,B
C16H20O10S1,WLE,OWC,upland,A
C16H20O10S1,WLE,OWC,wte,A
C16H20O10S1,WLE,OWC,wc,A
C18H16O9N2,WLE,OWC,transition,A
C18H16O9N2,WLE,OWC,wte,A
C18H16O9N2,WLE,OWC,wc,A
C13H24O12S1,WLE,OWC,wc,A
C20H20O9,WLE,OWC,upland,A
C20H20O9,WLE,OWC,transition,A
C20H20O9,WLE,OWC,wte,A
C20H20O9,WLE,OWC,wc,A
C20H20O9,WLE,OWC,upland,B
C20H20O9,WLE,OWC,transition,B
C17H24O9S1,WLE,OWC,upland,A
C17H24O9S1,WLE,OWC,transition,A
C17H24O9S1,WLE,OWC,wte,A
C17H24O9S1,WLE,OWC,wc,A
C21H24O8,WLE,OWC,upland,A
C21H24O8,WLE,OWC,transition,A
C21H24O8,WLE,OWC,wte,A
C21H24O8,WLE,OWC,wc,A
C21H24O8,WLE,OWC,upland,B
C21H24O8,WLE,OWC,transition,B
C22H28O7,WLE,OWC,upland,A
C22H28O7,WLE,OWC,transition,A
C22H28O7,WLE,OWC,wte,A
C22H28O7,WLE,OWC,wc,A
C22H28O7,WLE,OWC,upland,B
C22H28O7,WLE,OWC,transition,B
C23H32O6,WLE,OWC,transition,A
C23H32O6,WLE,OWC,wte,A
C23H32O6,WLE,OWC,wc,A
C17H11O11N1,WLE,OWC,upland,A
C17H11O11N1,WLE,OWC,transition,A
C17H11O11N1,WLE,OWC,wte,A
C17H11O11N1,WLE,OWC,wc,A
C18H15O10N1,WLE,OWC,upland,A
C18H15O10N1,WLE,OWC,transition,A
C18H15O10N1,WLE,OWC,wte,A
C18H15O10N1,WLE,OWC,wc,A
C18H15O10N1,WLE,OWC,transition,B
C19H19O9N1,WLE,OWC,upland,A
C19H19O9N1,WLE,OWC,transition,A
C19H19O9N1,WLE,OWC,wte,A
C19H19O9N1,WLE,OWC,wc,A
C19H19O9N1,WLE,OWC,upland,B
C19H19O9N1,WLE,OWC,transition,B
C20H23O8N1,WLE,OWC,upland,A
C20H23O8N1,WLE,OWC,transition,A
C20H23O8N1,WLE,OWC,wte,A
C20H23O8N1,WLE,OWC,wc,A
C20H23O8N1,WLE,OWC,transition,B
C21H27O7N1,WLE,OWC,wte,A
C21H27O7N1,WLE,OWC,wc,A
C17H10O10S1,WLE,OWC,wte,A
C17H10O10S1,WLE,OWC,wc,A
C17H10O12,WLE,OWC,upland,A
C17H10O12,WLE,OWC,transition,A
C17H10O12,WLE,OWC,wte,A
C17H10O12,WLE,OWC,wc,A
C18H14O9S1,WLE,OWC,wte,A
C18H14O9S1,WLE,OWC,wc,A
C14H14O14,WLE,OWC,upland,A
C18H14O11,WLE,OWC,upland,A
C18H14O11,WLE,OWC,transition,A
C18H14O11,WLE,OWC,wte,A
C18H14O11,WLE,OWC,wc,A
C18H14O11,WLE,OWC,upland,B
C18H14O11,WLE,OWC,transition,B
C17H14O10N2,WLE,OWC,transition,A
C17H14O10N2,WLE,OWC,wte,A
C17H14O10N2,WLE,OWC,wc,A
C15H18O13,WLE,OWC,upland,A
C15H18O13,WLE,OWC,transition,A
C15H18O13,WLE,OWC,wte,A
C19H18O10,WLE,OWC,upland,A
C19H18O10,WLE,OWC,transition,A
C19H18O10,WLE,OWC,wte,A
C19H18O10,WLE,OWC,wc,A
C19H18O10,WLE,OWC,upland,B
C19H18O10,WLE,OWC,transition,B
C16H22O10S1,WLE,OWC,wte,A
C16H22O10S1,WLE,OWC,wc,A
C18H18O9N2,WLE,OWC,wte,A
C18H18O9N2,WLE,OWC,wc,A
C20H22O9,WLE,OWC,upland,A
C20H22O9,WLE,OWC,transition,A
C20H22O9,WLE,OWC,wte,A
C20H22O9,WLE,OWC,wc,A
C20H22O9,WLE,OWC,upland,B
C20H22O9,WLE,OWC,transition,B
C21H26O8,WLE,OWC,upland,A
C21H26O8,WLE,OWC,transition,A
C21H26O8,WLE,OWC,wte,A
C21H26O8,WLE,OWC,wc,A
C21H26O8,WLE,OWC,upland,B
C21H26O8,WLE,OWC,transition,B
C22H30O7,WLE,OWC,upland,A
C22H30O7,WLE,OWC,transition,A
C22H30O7,WLE,OWC,wte,A
C22H30O7,WLE,OWC,wc,A
C22H30O7,WLE,OWC,transition,B
C23H34O6,WLE,OWC,wc,A
C17H13O11N1,WLE,OWC,upland,A
C17H13O11N1,WLE,OWC,transition,A
C17H13O11N1,WLE,OWC,wte,A
C17H13O11N1,WLE,OWC,wc,A
C17H13O11N1,WLE,OWC,transition,B
C18H17O10N1,WLE,OWC,upland,A
C18H17O10N1,WLE,OWC,transition,A
C18H17O10N1,WLE,OWC,wte,A
C18H17O10N1,WLE,OWC,wc,A
C18H17O10N1,WLE,OWC,upland,B
C18H17O10N1,WLE,OWC,transition,B
C19H21O9N1,WLE,OWC,upland,A
C19H21O9N1,WLE,OWC,transition,A
C19H21O9N1,WLE,OWC,wte,A
C19H21O9N1,WLE,OWC,wc,A
C19H21O9N1,WLE,OWC,upland,B
C19H21O9N1,WLE,OWC,transition,B
C20H25O8N1,WLE,OWC,upland,A
C20H25O8N1,WLE,OWC,transition,A
C20H25O8N1,WLE,OWC,wte,A
C20H25O8N1,WLE,OWC,wc,A
C20H25O8N1,WLE,OWC,transition,B
C21H29O7N1,WLE,OWC,wc,A
C17H12O10S1,WLE,OWC,wte,A
C17H12O10S1,WLE,OWC,wc,A
C17H12O12,WLE,OWC,upland,A
C17H12O12,WLE,OWC,transition,A
C17H12O12,WLE,OWC,wte,A
C17H12O12,WLE,OWC,wc,A
C17H12O12,WLE,OWC,upland,B
C17H12O12,WLE,OWC,transition,B
C16H12O11N2,WLE,OWC,wte,A
C18H16O9S1,WLE,OWC,wc,A
C18H16O11,WLE,OWC,upland,A
C18H16O11,WLE,OWC,transition,A
C18H16O11,WLE,OWC,wte,A
C18H16O11,WLE,OWC,wc,A
C18H16O11,WLE,OWC,upland,B
C18H16O11,WLE,OWC,transition,B
C17H16O10N2,WLE,OWC,transition,A
C17H16O10N2,WLE,OWC,wte,A
C17H16O10N2,WLE,OWC,wc,A
C17H16O10N2,WLE,OWC,upland,B
C19H20O10,WLE,OWC,upland,A
C19H20O10,WLE,OWC,transition,A
C19H20O10,WLE,OWC,wte,A
C19H20O10,WLE,OWC,wc,A
C19H20O10,WLE,OWC,upland,B
C19H20O10,WLE,OWC,transition,B
C18H20O9N2,WLE,OWC,wte,A
C18H20O9N2,WLE,OWC,wc,A
C16H11O12N1,WLE,OWC,upland,A
C16H11O12N1,WLE,OWC,transition,A
C16H11O12N1,WLE,OWC,wte,A
C20H11O9N1,WLE,OWC,wte,A
C20H11O9N1,WLE,OWC,wc,A
C17H15O11N1,WLE,OWC,upland,A
C17H15O11N1,WLE,OWC,transition,A
C17H15O11N1,WLE,OWC,wte,A
C17H15O11N1,WLE,OWC,wc,A
C17H15O11N1,WLE,OWC,transition,B
C14H19O13N1,WLE,OWC,upland,A
C18H19O10N1,WLE,OWC,upland,A
C18H19O10N1,WLE,OWC,transition,A
C18H19O10N1,WLE,OWC,wte,A
C18H19O10N1,WLE,OWC,wc,A
C18H19O10N1,WLE,OWC,upland,B
C18H19O10N1,WLE,OWC,transition,B
C19H23O9N1,WLE,OWC,upland,A
C19H23O9N1,WLE,OWC,transition,A
C19H23O9N1,WLE,OWC,wte,A
C19H23O9N1,WLE,OWC,wc,A
C19H23O9N1,WLE,OWC,upland,B
C19H23O9N1,WLE,OWC,transition,B
C20H27O8N1,WLE,OWC,upland,A
C20H27O8N1,WLE,OWC,transition,A
C20H27O8N1,WLE,OWC,wte,A
C20H27O8N1,WLE,OWC,wc,A
C16H10O13,WLE,OWC,upland,A
C16H10O13,WLE,OWC,transition,A
C16H10O13,WLE,OWC,wte,A
C20H10O10,WLE,OWC,upland,A
C20H10O10,WLE,OWC,transition,A
C20H10O10,WLE,OWC,wte,A
C20H10O10,WLE,OWC,wc,A
C17H14O10S1,WLE,OWC,wte,A
C17H14O10S1,WLE,OWC,wc,A
C17H14O12,WLE,OWC,upland,A
C17H14O12,WLE,OWC,transition,A
C17H14O12,WLE,OWC,wte,A
C17H14O12,WLE,OWC,wc,A
C17H14O12,WLE,OWC,upland,B
C17H14O12,WLE,OWC,transition,B
C16H14O11N2,WLE,OWC,transition,A
C16H14O11N2,WLE,OWC,wte,A
C14H19O12P1,WLE,OWC,wc,A
C21H14O9,WLE,OWC,wte,A
C21H14O9,WLE,OWC,wc,A
C18H18O11,WLE,OWC,upland,A
C18H18O11,WLE,OWC,transition,A
C18H18O11,WLE,OWC,wte,A
C18H18O11,WLE,OWC,wc,A
C18H18O11,WLE,OWC,upland,B
C18H18O11,WLE,OWC,transition,B
C17H18O10N2,WLE,OWC,upland,A
C17H18O10N2,WLE,OWC,transition,A
C17H18O10N2,WLE,OWC,wte,A
C17H18O10N2,WLE,OWC,wc,A
C19H22O8S1,WLE,OWC,wte,A
C19H22O8S1,WLE,OWC,wc,A
C19H9O10N1,WLE,OWC,wte,A
C19H9O10N1,WLE,OWC,wc,A
C16H13O10N1S1,WLE,OWC,wte,A
C16H13O12N1,WLE,OWC,upland,A
C16H13O12N1,WLE,OWC,transition,A
C16H13O12N1,WLE,OWC,wte,A
C20H13O9N1,WLE,OWC,transition,A
C20H13O9N1,WLE,OWC,wte,A
C20H13O9N1,WLE,OWC,wc,A
C17H17O11N1,WLE,OWC,upland,A
C17H17O11N1,WLE,OWC,transition,A
C17H17O11N1,WLE,OWC,wte,A
C17H17O11N1,WLE,OWC,wc,A
C17H17O11N1,WLE,OWC,transition,B
C18H21O10N1,WLE,OWC,upland,A
C18H21O10N1,WLE,OWC,transition,A
C18H21O10N1,WLE,OWC,wte,A
C18H21O10N1,WLE,OWC,wc,A
C18H21O10N1,WLE,OWC,upland,B
C18H21O10N1,WLE,OWC,transition,B
C19H8O11,WLE,OWC,upland,A
C19H8O11,WLE,OWC,transition,A
C19H8O11,WLE,OWC,wte,A
C19H8O11,WLE,OWC,wc,A
C16H12O11S1,WLE,OWC,wte,A
C16H12O11S1,WLE,OWC,wc,A
C16H12O13,WLE,OWC,upland,A
C16H12O13,WLE,OWC,transition,A
C16H12O13,WLE,OWC,wte,A
C20H12O10,WLE,OWC,upland,A
C20H12O10,WLE,OWC,transition,A
C20H12O10,WLE,OWC,wte,A
C20H12O10,WLE,OWC,wc,A
C17H16O10S1,WLE,OWC,wte,A
C17H16O10S1,WLE,OWC,wc,A
C17H16O12,WLE,OWC,upland,A
C17H16O12,WLE,OWC,transition,A
C17H16O12,WLE,OWC,wte,A
C17H16O12,WLE,OWC,wc,A
C17H16O12,WLE,OWC,upland,B
C17H16O12,WLE,OWC,transition,B
C16H16O11N2,WLE,OWC,transition,A
C16H16O11N2,WLE,OWC,wte,A
C21H16O9,WLE,OWC,transition,A
C21H16O9,WLE,OWC,wte,A
C21H16O9,WLE,OWC,wc,A
C18H20O11,WLE,OWC,upland,A
C18H20O11,WLE,OWC,transition,A
C18H20O11,WLE,OWC,wte,A
C18H20O11,WLE,OWC,wc,A
C18H20O11,WLE,OWC,upland,B
C18H20O11,WLE,OWC,transition,B
C17H20O10N2,WLE,OWC,wte,A
C22H20O8,WLE,OWC,wte,A
C22H20O8,WLE,OWC,wc,A
C23H24O7,WLE,OWC,wte,A
C20H28O7S1,WLE,OWC,wc,A
C19H11O10N1,WLE,OWC,upland,A
C19H11O10N1,WLE,OWC,transition,A
C19H11O10N1,WLE,OWC,wte,A
C19H11O10N1,WLE,OWC,wc,A
C16H15O10N1S1,WLE,OWC,wte,A
C16H15O12N1,WLE,OWC,upland,A
C16H15O12N1,WLE,OWC,transition,A
C16H15O12N1,WLE,OWC,wte,A
C20H15O9N1,WLE,OWC,transition,A
C20H15O9N1,WLE,OWC,wte,A
C20H15O9N1,WLE,OWC,wc,A
C17H19O11N1,WLE,OWC,upland,A
C17H19O11N1,WLE,OWC,transition,A
C17H19O11N1,WLE,OWC,wte,A
C17H19O11N1,WLE,OWC,wc,A
C17H19O11N1,WLE,OWC,upland,B
C17H19O11N1,WLE,OWC,transition,B
C21H19O8N1,WLE,OWC,wte,A
C21H19O8N1,WLE,OWC,wc,A
C19H10O11,WLE,OWC,upland,A
C19H10O11,WLE,OWC,transition,A
C19H10O11,WLE,OWC,wte,A
C19H10O11,WLE,OWC,wc,A
C16H14O11S1,WLE,OWC,wte,A
C16H14O11S1,WLE,OWC,wc,A
C16H14O13,WLE,OWC,upland,A
C16H14O13,WLE,OWC,transition,A
C16H14O13,WLE,OWC,wte,A
C16H14O13,WLE,OWC,wc,A
C16H14O13,WLE,OWC,upland,B
C16H14O13,WLE,OWC,transition,B
C20H14O10,WLE,OWC,upland,A
C20H14O10,WLE,OWC,transition,A
C20H14O10,WLE,OWC,wte,A
C20H14O10,WLE,OWC,wc,A
C20H14O10,WLE,OWC,upland,B
C20H14O10,WLE,OWC,transition,B
C17H18O10S1,WLE,OWC,transition,A
C17H18O10S1,WLE,OWC,wte,A
C17H18O10S1,WLE,OWC,wc,A
C17H18O12,WLE,OWC,upland,A
C17H18O12,WLE,OWC,transition,A
C17H18O12,WLE,OWC,wte,A
C17H18O12,WLE,OWC,wc,A
C17H18O12,WLE,OWC,upland,B
C17H18O12,WLE,OWC,transition,B
C16H18O11N2,WLE,OWC,wte,A
C21H18O9,WLE,OWC,upland,A
C21H18O9,WLE,OWC,transition,A
C21H18O9,WLE,OWC,wte,A
C21H18O9,WLE,OWC,wc,A
C21H18O9,WLE,OWC,upland,B
C21H18O9,WLE,OWC,transition,B
C18H22O9S1,WLE,OWC,upland,A
C18H22O9S1,WLE,OWC,transition,A
C18H22O9S1,WLE,OWC,wte,A
C18H22O9S1,WLE,OWC,wc,A
C22H22O8,WLE,OWC,upland,A
C22H22O8,WLE,OWC,transition,A
C22H22O8,WLE,OWC,wte,A
C22H22O8,WLE,OWC,wc,A
C22H22O8,WLE,OWC,transition,B
C20H30O7S1,WLE,OWC,wc,A
C18H9O11N1,WLE,OWC,transition,A
C18H9O11N1,WLE,OWC,wte,A
C19H13O10N1,WLE,OWC,upland,A
C19H13O10N1,WLE,OWC,transition,A
C19H13O10N1,WLE,OWC,wte,A
C19H13O10N1,WLE,OWC,wc,A
C19H13O10N1,WLE,OWC,transition,B
C16H17O12N1,WLE,OWC,upland,A
C16H17O12N1,WLE,OWC,transition,A
C16H17O12N1,WLE,OWC,wte,A
C16H17O12N1,WLE,OWC,wc,A
C20H17O9N1,WLE,OWC,transition,A
C20H17O9N1,WLE,OWC,wte,A
C20H17O9N1,WLE,OWC,wc,A
C21H21O8N1,WLE,OWC,wte,A
C21H21O8N1,WLE,OWC,wc,A
C18H8O12,WLE,OWC,upland,A
C18H8O12,WLE,OWC,transition,A
C18H8O12,WLE,OWC,wte,A
C18H8O12,WLE,OWC,wc,A
C15H12O14,WLE,OWC,upland,A
C15H12O14,WLE,OWC,transition,A
C15H12O14,WLE,OWC,wte,A
C19H12O11,WLE,OWC,upland,A
C19H12O11,WLE,OWC,transition,A
C19H12O11,WLE,OWC,wte,A
C19H12O11,WLE,OWC,wc,A
C19H12O11,WLE,OWC,transition,B
C16H16O11S1,WLE,OWC,wte,A
C16H16O11S1,WLE,OWC,wc,A
C18H12O10N2,WLE,OWC,wte,A
C16H16O13,WLE,OWC,upland,A
C16H16O13,WLE,OWC,transition,A
C16H16O13,WLE,OWC,wte,A
C16H16O13,WLE,OWC,wc,A
C16H16O13,WLE,OWC,upland,B
C16H16O13,WLE,OWC,transition,B
C17H20O10S1,WLE,OWC,transition,A
C17H20O10S1,WLE,OWC,wte,A
C17H20O10S1,WLE,OWC,wc,A
C14H24O12S1,WLE,OWC,wc,A
C21H20O9,WLE,OWC,upland,A
C21H20O9,WLE,OWC,transition,A
C21H20O9,WLE,OWC,wte,A
C21H20O9,WLE,OWC,wc,A
C21H20O9,WLE,OWC,upland,B
C21H20O9,WLE,OWC,transition,B
C18H24O9S1,WLE,OWC,upland,A
C18H24O9S1,WLE,OWC,transition,A
C18H24O9S1,WLE,OWC,wte,A
C18H24O9S1,WLE,OWC,wc,A
C22H24O8,WLE,OWC,upland,A
C22H24O8,WLE,OWC,transition,A
C22H24O8,WLE,OWC,wte,A
C22H24O8,WLE,OWC,wc,A
C22H24O8,WLE,OWC,upland,B
C22H24O8,WLE,OWC,transition,B
C19H28O8S1,WLE,OWC,upland,A
C19H28O8S1,WLE,OWC,transition,A
C19H28O8S1,WLE,OWC,wte,A
C19H28O8S1,WLE,OWC,wc,A
C18H11O11N1,WLE,OWC,upland,A
C18H11O11N1,WLE,OWC,transition,A
C18H11O11N1,WLE,OWC,wte,A
