formula,region,site,transect,horizon
C21H11O13N1,WLE,OWC,transition,A
C21H11O13N1,WLE,OWC,wte,A
C12H25O13N1S1P2,WLE,OWC,upland,A
C12H25O13N1S1P2,WLE,OWC,transition,A
C12H25O13N1S1P2,WLE,OWC,wte,A
C22H15O12N1,WLE,OWC,upland,A
C22H15O12N1,WLE,OWC,transition,A
C22H15O12N1,WLE,OWC,wte,A
C22H15O12N1,WLE,OWC,wc,A
C16H25O10N1S1P2,WLE,OWC,wte,A
C19H19O14N1,WLE,OWC,upland,A
C19H19O14N1,WLE,OWC,transition,A
C19H19O14N1,WLE,OWC,wte,A
C13H29O12N1S1P2,WLE,OWC,upland,A
C13H29O12N1S1P2,WLE,OWC,transition,A
C13H29O12N1S1P2,WLE,OWC,wte,A
C13H29O12N1S1P2,WLE,OWC,upland,B
C23H19O11N1,WLE,OWC,upland,A
C23H19O11N1,WLE,OWC,transition,A
C23H19O11N1,WLE,OWC,wte,A
C23H19O11N1,WLE,OWC,wc,A
C20H23O13N1,WLE,OWC,upland,A
C20H23O13N1,WLE,OWC,transition,A
C20H23O13N1,WLE,OWC,wte,A
C20H23O13N1,WLE,OWC,wc,A
C20H23O13N1,WLE,OWC,upland,B
C20H23O13N1,WLE,OWC,transition,B
C24H23O10N1,WLE,OWC,wte,A
C24H23O10N1,WLE,OWC,wc,A
C21H10O14,WLE,OWC,upland,A
C21H10O14,WLE,OWC,transition,A
C21H10O14,WLE,OWC,wte,A
C18H14O16,WLE,OWC,upland,A
C18H14O16,WLE,OWC,transition,A
C18H14O16,WLE,OWC,wte,A
C22H14O13,WLE,OWC,upland,A
C22H14O13,WLE,OWC,transition,A
C22H14O13,WLE,OWC,wte,A
C22H14O13,WLE,OWC,wc,A
C22H14O13,WLE,OWC,upland,B
C22H14O13,WLE,OWC,transition,B
C19H18O15,WLE,OWC,upland,A
C19H18O15,WLE,OWC,transition,A
C19H18O15,WLE,OWC,wte,A
C19H18O15,WLE,OWC,wc,A
C19H18O15,WLE,OWC,upland,B
C19H18O15,WLE,OWC,transition,B
C23H18O12,WLE,OWC,upland,A
C23H18O12,WLE,OWC,transition,A
C23H18O12,WLE,OWC,wte,A
C23H18O12,WLE,OWC,wc,A
C23H18O12,WLE,OWC,upland,B
C23H18O12,WLE,OWC,transition,B
C22H18O11N2,WLE,OWC,transition,A
C22H18O11N2,WLE,OWC,wte,A
C20H22O14,WLE,OWC,upland,A
C20H22O14,WLE,OWC,transition,A
C20H22O14,WLE,OWC,wte,A
C20H22O14,WLE,OWC,wc,A
C20H22O14,WLE,OWC,upland,B
C20H22O14,WLE,OWC,transition,B
C31H18O6,WLE,OWC,wte,A
C24H22O11,WLE,OWC,upland,A
C24H22O11,WLE,OWC,transition,A
C24H22O11,WLE,OWC,wte,A
C24H22O11,WLE,OWC,wc,A
C24H22O11,WLE,OWC,upland,B
C24H22O11,WLE,OWC,transition,B
C21H26O11S1,WLE,OWC,wc,A
C25H26O10,WLE,OWC,upland,A
C25H26O10,WLE,OWC,transition,A
C25H26O10,WLE,OWC,wte,A
C25H26O10,WLE,OWC,wc,A
C25H26O10,WLE,OWC,upland,B
C25H26O10,WLE,OWC,transition,B
C22H30O10S1,WLE,OWC,wte,A
C22H30O10S1,WLE,OWC,wc,A
C26H30O9,WLE,OWC,upland,A
C26H30O9,WLE,OWC,transition,A
C26H30O9,WLE,OWC,wte,A
C26H30O9,WLE,OWC,wc,A
C27H34O8,WLE,OWC,wte,A
C21H13O13N1,WLE,OWC,upland,A
C21H13O13N1,WLE,OWC,transition,A
C21H13O13N1,WLE,OWC,wte,A
C21H13O13N1,WLE,OWC,wc,A
C22H17O12N1,WLE,OWC,upland,A
C22H17O12N1,WLE,OWC,transition,A
C22H17O12N1,WLE,OWC,wte,A
C22H17O12N1,WLE,OWC,wc,A
C22H17O12N1,WLE,OWC,transition,B
C19H21O14N1,WLE,OWC,upland,A
C19H21O14N1,WLE,OWC,transition,A
C19H21O14N1,WLE,OWC,wte,A
C23H21O11N1,WLE,OWC,upland,A
C23H21O11N1,WLE,OWC,transition,A
C23H21O11N1,WLE,OWC,wte,A
C23H21O11N1,WLE,OWC,wc,A
C24H25O10N1,WLE,OWC,wte,A
C24H25O10N1,WLE,OWC,wc,A
C21H12O14,WLE,OWC,upland,A
C21H12O14,WLE,OWC,transition,A
C21H12O14,WLE,OWC,wte,A
C21H12O14,WLE,OWC,wc,A
C21H12O14,WLE,OWC,transition,B
C18H16O16,WLE,OWC,upland,A
C18H16O16,WLE,OWC,transition,A
C18H16O16,WLE,OWC,wte,A
C18H16O16,WLE,OWC,upland,B
C18H16O16,WLE,OWC,transition,B
C22H16O13,WLE,OWC,upland,A
C22H16O13,WLE,OWC,transition,A
C22H16O13,WLE,OWC,wte,A
C22H16O13,WLE,OWC,wc,A
C22H16O13,WLE,OWC,upland,B
C22H16O13,WLE,OWC,transition,B
C21H16O12N2,WLE,OWC,transition,A
C21H16O12N2,WLE,OWC,wte,A
C19H20O15,WLE,OWC,upland,A
C19H20O15,WLE,OWC,transition,A
C19H20O15,WLE,OWC,wte,A
C19H20O15,WLE,OWC,wc,A
C19H20O15,WLE,OWC,upland,B
C19H20O15,WLE,OWC,transition,B
C20H24O14,WLE,OWC,upland,A
C20H24O14,WLE,OWC,transition,A
C20H24O14,WLE,OWC,wte,A
C20H24O14,WLE,OWC,wc,A
C20H24O14,WLE,OWC,upland,B
C20H24O14,WLE,OWC,transition,B
C31H20O6,WLE,OWC,upland,A
C31H20O6,WLE,OWC,transition,A
C31H20O6,WLE,OWC,wte,A
C31H20O6,WLE,OWC,wc,A
C31H20O6,WLE,OWC,upland,B
C25H28O10,WLE,OWC,upland,A
C25H28O10,WLE,OWC,transition,A
C25H28O10,WLE,OWC,wte,A
C25H28O10,WLE,OWC,wc,A
C25H28O10,WLE,OWC,upland,B
C25H28O10,WLE,OWC,transition,B
C26H32O9,WLE,OWC,upland,A
C26H32O9,WLE,OWC,transition,A
C26H32O9,WLE,OWC,wte,A
C26H32O9,WLE,OWC,wc,A
C26H32O9,WLE,OWC,upland,B
C26H32O9,WLE,OWC,transition,B
C27H36O8,WLE,OWC,upland,A
C27H36O8,WLE,OWC,transition,A
C27H36O8,WLE,OWC,wte,A
C27H36O8,WLE,OWC,wc,A
C28H40O7,WLE,OWC,wc,A
C21H15O13N1,WLE,OWC,upland,A
C21H15O13N1,WLE,OWC,transition,A
C21H15O13N1,WLE,OWC,wte,A
C21H15O13N1,WLE,OWC,wc,A
C21H15O13N1,WLE,OWC,transition,B
C22H19O12N1,WLE,OWC,upland,A
C22H19O12N1,WLE,OWC,transition,A
C22H19O12N1,WLE,OWC,wte,A
C22H19O12N1,WLE,OWC,wc,A
C22H19O12N1,WLE,OWC,transition,B
C19H23O14N1,WLE,OWC,upland,A
C19H23O14N1,WLE,OWC,transition,A
C19H23O14N1,WLE,OWC,wte,A
C23H23O11N1,WLE,OWC,upland,A
C23H23O11N1,WLE,OWC,transition,A
C23H23O11N1,WLE,OWC,wte,A
C23H23O11N1,WLE,OWC,wc,A
C24H27O10N1,WLE,OWC,wte,A
C24H27O10N1,WLE,OWC,wc,A
C25H31O9N1,WLE,OWC,wc,A
C20H10O15,WLE,OWC,upland,A
C20H10O15,WLE,OWC,transition,A
C21H14O14,WLE,OWC,upland,A
C21H14O14,WLE,OWC,transition,A
C21H14O14,WLE,OWC,wte,A
C21H14O14,WLE,OWC,wc,A
C21H14O14,WLE,OWC,upland,B
C21H14O14,WLE,OWC,transition,B
C18H18O16,WLE,OWC,upland,A
C18H18O16,WLE,OWC,transition,A
C18H18O16,WLE,OWC,wte,A
C22H18O13,WLE,OWC,upland,A
C22H18O13,WLE,OWC,transition,A
C22H18O13,WLE,OWC,wte,A
C22H18O13,WLE,OWC,wc,A
C22H18O13,WLE,OWC,upland,B
C22H18O13,WLE,OWC,transition,B
C21H18O12N2,WLE,OWC,transition,A
C21H18O12N2,WLE,OWC,wte,A
C19H22O15,WLE,OWC,upland,A
C19H22O15,WLE,OWC,transition,A
C19H22O15,WLE,OWC,wte,A
C19H22O15,WLE,OWC,upland,B
C19H22O15,WLE,OWC,transition,B
C22H22O11N2,WLE,OWC,wte,A
C25H30O10,WLE,OWC,upland,A
C25H30O10,WLE,OWC,transition,A
C25H30O10,WLE,OWC,wte,A
C25H30O10,WLE,OWC,wc,A
C25H30O10,WLE,OWC,upland,B
C25H30O10,WLE,OWC,transition,B
C26H34O9,WLE,OWC,upland,A
C26H34O9,WLE,OWC,transition,A
C26H34O9,WLE,OWC,wte,A
C26H34O9,WLE,OWC,wc,A
C26H34O9,WLE,OWC,upland,B
C26H34O9,WLE,OWC,transition,B
C27H38O8,WLE,OWC,upland,A
C27H38O8,WLE,OWC,transition,A
C27H38O8,WLE,OWC,wte,A
C27H38O8,WLE,OWC,wc,A
C20H13O14N1,WLE,OWC,upland,A
C20H13O14N1,WLE,OWC,transition,A
C20H13O14N1,WLE,OWC,wte,A
C21H17O13N1,WLE,OWC,upland,A
C21H17O13N1,WLE,OWC,transition,A
C21H17O13N1,WLE,OWC,wte,A
C21H17O13N1,WLE,OWC,wc,A
C21H17O13N1,WLE,OWC,upland,B
C21H17O13N1,WLE,OWC,transition,B
C22H21O12N1,WLE,OWC,upland,A
C22H21O12N1,WLE,OWC,transition,A
C22H21O12N1,WLE,OWC,wte,A
C22H21O12N1,WLE,OWC,wc,A
C22H21O12N1,WLE,OWC,transition,B
C23H25O11N1,WLE,OWC,upland,A
C23H25O11N1,WLE,OWC,transition,A
C23H25O11N1,WLE,OWC,wte,A
C23H25O11N1,WLE,OWC,wc,A
C23H25O11N1,WLE,OWC,transition,B
C24H29O10N1,WLE,OWC,upland,A
C24H29O10N1,WLE,OWC,wte,A
C24H29O10N1,WLE,OWC,wc,A
C25H33O9N1,WLE,OWC,wc,A
C20H12O15,WLE,OWC,upland,A
C20H12O15,WLE,OWC,transition,A
C20H12O15,WLE,OWC,wte,A
C24H12O12,WLE,OWC,upland,A
C24H12O12,WLE,OWC,transition,A
C24H12O12,WLE,OWC,wte,A
C21H16O14,WLE,OWC,upland,A
C21H16O14,WLE,OWC,transition,A
C21H16O14,WLE,OWC,wte,A
C21H16O14,WLE,OWC,wc,A
C21H16O14,WLE,OWC,upland,B
C21H16O14,WLE,OWC,transition,B
C20H16O13N2,WLE,OWC,transition,A
C20H16O13N2,WLE,OWC,wte,A
C18H20O16,WLE,OWC,upland,A
C18H20O16,WLE,OWC,transition,A
C18H20O16,WLE,OWC,wte,A
C22H20O13,WLE,OWC,upland,A
C22H20O13,WLE,OWC,transition,A
C22H20O13,WLE,OWC,wte,A
C22H20O13,WLE,OWC,wc,A
C22H20O13,WLE,OWC,upland,B
C22H20O13,WLE,OWC,transition,B
C21H20O12N2,WLE,OWC,transition,A
C21H20O12N2,WLE,OWC,wte,A
C19H24O15,WLE,OWC,upland,A
C19H24O15,WLE,OWC,transition,A
C19H24O15,WLE,OWC,wte,A
C23H24O12,WLE,OWC,upland,A
C23H24O12,WLE,OWC,transition,A
C23H24O12,WLE,OWC,wte,A
C23H24O12,WLE,OWC,wc,A
C23H24O12,WLE,OWC,upland,B
C23H24O12,WLE,OWC,transition,B
C25H32O10,WLE,OWC,upland,A
C25H32O10,WLE,OWC,transition,A
C25H32O10,WLE,OWC,wte,A
C25H32O10,WLE,OWC,wc,A
C25H32O10,WLE,OWC,upland,B
C25H32O10,WLE,OWC,transition,B
C26H37O7P1,WLE,OWC,wte,A
C26H37O7P1,WLE,OWC,wc,A
C26H36O9,WLE,OWC,upland,A
C26H36O9,WLE,OWC,transition,A
C26H36O9,WLE,OWC,wte,A
C26H36O9,WLE,OWC,wc,A
C26H36O9,WLE,OWC,upland,B
C26H36O9,WLE,OWC,transition,B
C27H41O6P1,WLE,OWC,wte,A
C27H41O6P1,WLE,OWC,wc,A
C27H40O8,WLE,OWC,wte,A
C27H40O8,WLE,OWC,wc,A
C20H15O14N1,WLE,OWC,upland,A
C20H15O14N1,WLE,OWC,transition,A
C20H15O14N1,WLE,OWC,wte,A
C24H15O11N1,WLE,OWC,wte,A
C21H19O13N1,WLE,OWC,upland,A
C21H19O13N1,WLE,OWC,transition,A
C21H19O13N1,WLE,OWC,wte,A
C21H19O13N1,WLE,OWC,wc,A
C21H19O13N1,WLE,OWC,transition,B
C22H23O12N1,WLE,OWC,upland,A
C22H23O12N1,WLE,OWC,transition,A
C22H23O12N1,WLE,OWC,wte,A
C22H23O12N1,WLE,OWC,wc,A
C22H23O12N1,WLE,OWC,transition,B
C23H27O11N1,WLE,OWC,upland,A
C23H27O11N1,WLE,OWC,transition,A
C23H27O11N1,WLE,OWC,wte,A
C23H27O11N1,WLE,OWC,wc,A
C23H27O11N1,WLE,OWC,upland,B
C23H27O11N1,WLE,OWC,transition,B
C23H10O13,WLE,OWC,upland,A
C23H10O13,WLE,OWC,transition,A
C23H10O13,WLE,OWC,wte,A
C20H14O13S1,WLE,OWC,wte,A
C20H14O15,WLE,OWC,upland,A
C20H14O15,WLE,OWC,transition,A
C20H14O15,WLE,OWC,wte,A
C20H14O15,WLE,OWC,upland,B
C20H14O15,WLE,OWC,transition,B
C24H14O12,WLE,OWC,upland,A
C24H14O12,WLE,OWC,transition,A
C24H14O12,WLE,OWC,wte,A
C24H14O12,WLE,OWC,wc,A
C21H18O14,WLE,OWC,upland,A
C21H18O14,WLE,OWC,transition,A
C21H18O14,WLE,OWC,wte,A
C21H18O14,WLE,OWC,wc,A
C21H18O14,WLE,OWC,upland,B
C21H18O14,WLE,OWC,transition,B
C20H18O13N2,WLE,OWC,transition,A
C20H18O13N2,WLE,OWC,wte,A
C25H18O11,WLE,OWC,wc,A
C22H22O13,WLE,OWC,upland,A
C22H22O13,WLE,OWC,transition,A
C22H22O13,WLE,OWC,wte,A
C22H22O13,WLE,OWC,wc,A
C22H22O13,WLE,OWC,upland,B
C22H22O13,WLE,OWC,transition,B
C23H26O12,WLE,OWC,upland,A
C23H26O12,WLE,OWC,transition,A
C23H26O12,WLE,OWC,wte,A
C23H26O12,WLE,OWC,wc,A
C23H26O12,WLE,OWC,upland,B
C23H26O12,WLE,OWC,transition,B
C29H50O4S1,WLE,OWC,wte,A
C29H50O4S1,WLE,OWC,wc,A
C23H13O12N1,WLE,OWC,transition,A
C23H13O12N1,WLE,OWC,wte,A
C20H17O14N1,WLE,OWC,upland,A
C20H17O14N1,WLE,OWC,transition,A
C20H17O14N1,WLE,OWC,wte,A
C20H17O14N1,WLE,OWC,transition,B
C21H21O13N1,WLE,OWC,upland,A
C21H21O13N1,WLE,OWC,transition,A
C21H21O13N1,WLE,OWC,wte,A
C21H21O13N1,WLE,OWC,wc,A
C21H21O13N1,WLE,OWC,upland,B
C21H21O13N1,WLE,OWC,transition,B
C23H29O11N1,WLE,OWC,upland,A
C23H29O11N1,WLE,OWC,transition,A
C23H29O11N1,WLE,OWC,wte,A
C23H29O11N1,WLE,OWC,wc,A
C23H29O11N1,WLE,OWC,transition,B
C24H33O10N1,WLE,OWC,upland,A
C24H33O10N1,WLE,OWC,transition,A
C24H33O10N1,WLE,OWC,wte,A
C24H33O10N1,WLE,OWC,wc,A
C25H37O9N1,WLE,OWC,wc,A
C19H12O16,WLE,OWC,upland,A
C19H12O16,WLE,OWC,transition,A
C23H12O13,WLE,OWC,upland,A
C23H12O13,WLE,OWC,transition,A
C23H12O13,WLE,OWC,wte,A
C23H12O13,WLE,OWC,wc,A
C20H16O13S1,WLE,OWC,wte,A
C20H16O15,WLE,OWC,upland,A
C20H16O15,WLE,OWC,transition,A
C20H16O15,WLE,OWC,wte,A
C20H16O15,WLE,OWC,wc,A
C20H16O15,WLE,OWC,upland,B
C20H16O15,WLE,OWC,transition,B
C24H16O12,WLE,OWC,upland,A
C24H16O12,WLE,OWC,transition,A
C24H16O12,WLE,OWC,wte,A
C24H16O12,WLE,OWC,wc,A
C21H20O14,WLE,OWC,upland,A
C21H20O14,WLE,OWC,transition,A
C21H20O14,WLE,OWC,wte,A
C21H20O14,WLE,OWC,wc,A
C21H20O14,WLE,OWC,upland,B
C21H20O14,WLE,OWC,transition,B
C20H20O13N2,WLE,OWC,transition,A
C20H20O13N2,WLE,OWC,wte,A
C25H20O11,WLE,OWC,wte,A
C25H20O11,WLE,OWC,wc,A
C22H24O13,WLE,OWC,upland,A
C22H24O13,WLE,OWC,transition,A
C22H24O13,WLE,OWC,wte,A
C22H24O13,WLE,OWC,wc,A
C22H24O13,WLE,OWC,upland,B
C22H24O13,WLE,OWC,transition,B
C21H24O12N2,WLE,OWC,wte,A
C23H28O12,WLE,OWC,upland,A
C23H28O12,WLE,OWC,transition,A
C23H28O12,WLE,OWC,wte,A
C23H28O12,WLE,OWC,wc,A
C23H28O12,WLE,OWC,upland,B
C23H28O12,WLE,OWC,transition,B
C22H11O13N1,WLE,OWC,transition,A
C22H11O13N1,WLE,OWC,wte,A
C19H15O15N1,WLE,OWC,upland,A
C19H15O15N1,WLE,OWC,transition,A
C23H15O12N1,WLE,OWC,upland,A
C23H15O12N1,WLE,OWC,transition,A
C23H15O12N1,WLE,OWC,wte,A
C23H15O12N1,WLE,OWC,wc,A
C24H19O11N1,WLE,OWC,transition,A
C24H19O11N1,WLE,OWC,wte,A
C24H19O11N1,WLE,OWC,wc,A
C21H23O13N1,WLE,OWC,upland,A
C21H23O13N1,WLE,OWC,transition,A
C21H23O13N1,WLE,OWC,wte,A
C21H23O13N1,WLE,OWC,wc,A
C21H23O13N1,WLE,OWC,upland,B
C21H23O13N1,WLE,OWC,transition,B
C24H35O10N1,WLE,OWC,upland,A
C24H35O10N1,WLE,OWC,transition,A
C24H35O10N1,WLE,OWC,wte,A
C24H35O10N1,WLE,OWC,wc,A
C22H10O14,WLE,OWC,upland,A
C22H10O14,WLE,OWC,transition,A
C22H10O14,WLE,OWC,wte,A
C19H14O16,WLE,OWC,upland,A
C19H14O16,WLE,OWC,transition,A
C19H14O16,WLE,OWC,wte,A
C23H14O13,WLE,OWC,upland,A
C23H14O13,WLE,OWC,transition,A
C23H14O13,WLE,OWC,wte,A
C23H14O13,WLE,OWC,wc,A
C23H14O13,WLE,OWC,transition,B
C20H18O15,WLE,OWC,upland,A
C20H18O15,WLE,OWC,transition,A
C20H18O15,WLE,OWC,wte,A
C20H18O15,WLE,OWC,wc,A
C20H18O15,WLE,OWC,upland,B
C20H18O15,WLE,OWC,transition,B
C24H18O12,WLE,OWC,upland,A
C24H18O12,WLE,OWC,transition,A
C24H18O12,WLE,OWC,wte,A
C24H18O12,WLE,OWC,wc,A
C22H27O11P1,WLE,OWC,upland,A
C22H27O11P1,WLE,OWC,transition,A
C22H27O11P1,WLE,OWC,wte,A
C22H27O11P1,WLE,OWC,wc,A
C22H27O11P1,WLE,OWC,upland,B
C22H27O11P1,WLE,OWC,transition,B
C22H26O13,WLE,OWC,upland,A
C22H26O13,WLE,OWC,transition,A
C22H26O13,WLE,OWC,wte,A
C22H26O13,WLE,OWC,wc,A
C22H26O13,WLE,OWC,upland,B
C22H26O13,WLE,OWC,transition,B
C26H26O10,WLE,OWC,wte,A
C26H26O10,WLE,OWC,wc,A
C23H30O10S1,WLE,OWC,wc,A
C34H26O4,WLE,OWC,transition,A
C34H26O4,WLE,OWC,wte,A
C34H26O4,WLE,OWC,wc,A
C27H30O9,WLE,OWC,wte,A
C22H13O13N1,WLE,OWC,upland,A
C22H13O13N1,WLE,OWC,transition,A
C22H13O13N1,WLE,OWC,wte,A
C19H17O15N1,WLE,OWC,upland,A
C19H17O15N1,WLE,OWC,transition,A
C23H17O12N1,WLE,OWC,upland,A
C23H17O12N1,WLE,OWC,transition,A
C23H17O12N1,WLE,OWC,wte,A
C23H17O12N1,WLE,OWC,wc,A
C20H21O14N1,WLE,OWC,upland,B
C24H21O11N1,WLE,OWC,wte,A
C24H21O11N1,WLE,OWC,wc,A
C22H12O14,WLE,OWC,upland,A
C22H12O14,WLE,OWC,transition,A
C22H12O14,WLE,OWC,wte,A
C22H12O14,WLE,OWC,wc,A
C22H12O14,WLE,OWC,transition,B
C19H16O16,WLE,OWC,upland,A
C19H16O16,WLE,OWC,transition,A
C19H16O16,WLE,OWC,wte,A
C19H16O16,WLE,OWC,upland,B
C19H16O16,WLE,OWC,transition,B
C23H16O13,WLE,OWC,upland,A
C23H16O13,WLE,OWC,transition,A
C23H16O13,WLE,OWC,wte,A
C23H16O13,WLE,OWC,wc,A
C23H16O13,WLE,OWC,upland,B
C23H16O13,WLE,OWC,transition,B
C22H16O12N2,WLE,OWC,transition,A
C22H16O12N2,WLE,OWC,wte,A
C20H20O15,WLE,OWC,upland,A
C20H20O15,WLE,OWC,transition,A
C20H20O15,WLE,OWC,wte,A
C20H20O15,WLE,OWC,wc,A
C20H20O15,WLE,OWC,upland,B
C20H20O15,WLE,OWC,transition,B
C21H24O14,WLE,OWC,upland,A
C21H24O14,WLE,OWC,transition,A
C21H24O14,WLE,OWC,wte,A
C21H24O14,WLE,OWC,wc,A
C21H24O14,WLE,OWC,upland,B
C21H24O14,WLE,OWC,transition,B
C25H24O11,WLE,OWC,upland,A
C25H24O11,WLE,OWC,transition,A
C25H24O11,WLE,OWC,wte,A
C25H24O11,WLE,OWC,wc,A
C25H24O11,WLE,OWC,upland,B
C26H28O10,WLE,OWC,upland,A
C26H28O10,WLE,OWC,transition,A
C26H28O10,WLE,OWC,wte,A
C26H28O10,WLE,OWC,wc,A
C27H32O9,WLE,OWC,transition,A
C27H32O9,WLE,OWC,wte,A
C27H32O9,WLE,OWC,wc,A
C28H36O8,WLE,OWC,wte,A
C28H36O8,WLE,OWC,wc,A
C22H15O13N1,WLE,OWC,upland,A
C22H15O13N1,WLE,OWC,transition,A
C22H15O13N1,WLE,OWC,wte,A
C22H15O13N1,WLE,OWC,wc,A
C19H19O15N1,WLE,OWC,upland,A
C19H19O15N1,WLE,OWC,transition,A
C19H19O15N1,WLE,OWC,wte,A
C23H19O12N1,WLE,OWC,upland,A
C23H19O12N1,WLE,OWC,transition,A
C23H19O12N1,WLE,OWC,wte,A
C23H19O12N1,WLE,OWC,wc,A
C20H23O14N1,WLE,OWC,upland,A
C20H23O14N1,WLE,OWC,transition,A
C20H23O14N1,WLE,OWC,wte,A
C20H23O14N1,WLE,OWC,wc,A
C20H23O14N1,WLE,OWC,upland,B
C24H23O11N1,WLE,OWC,transition,A
C24H23O11N1,WLE,OWC,wte,A
C24H23O11N1,WLE,OWC,wc,A
C21H10O15,WLE,OWC,upland,A
C21H10O15,WLE,OWC,transition,A
C22H14O14,WLE,OWC,upland,A
C22H14O14,WLE,OWC,transition,A
C22H14O14,WLE,OWC,wte,A
C22H14O14,WLE,OWC,wc,A
C22H14O14,WLE,OWC,upland,B
C22H14O14,WLE,OWC,transition,B
C21H14O13N2,WLE,OWC,transition,A
C21H14O13N2,WLE,OWC,wte,A
C19H18O16,WLE,OWC,upland,A
C19H18O16,WLE,OWC,transition,A
C19H18O16,WLE,OWC,wte,A
C19H18O16,WLE,OWC,upland,B
C19H18O16,WLE,OWC,transition,B
C23H18O13,WLE,OWC,upland,A
C23H18O13,WLE,OWC,transition,A
C23H18O13,WLE,OWC,wte,A
C23H18O13,WLE,OWC,wc,A
C23H18O13,WLE,OWC,upland,B
C23H18O13,WLE,OWC,transition,B
C22H18O12N2,WLE,OWC,transition,A
C22H18O12N2,WLE,OWC,wte,A
C23H24O5N2S1P2,WLE,OWC,upland,A
C23H24O5N2S1P2,WLE,OWC,wc,A
C23H24O5N2S1P2,WLE,OWC,upland,B
C24H22O12,WLE,OWC,upland,A
C24H22O12,WLE,OWC,transition,A
C24H22O12,WLE,OWC,wte,A
C24H22O12,WLE,OWC,wc,A
C24H22O12,WLE,OWC,upland,B
C24H22O12,WLE,OWC,transition,B
C21H26O14,WLE,OWC,upland,A
C21H26O14,WLE,OWC,transition,A
C21H26O14,WLE,OWC,wte,A
C21H26O14,WLE,OWC,wc,A
C21H26O14,WLE,OWC,upland,B
C21H26O14,WLE,OWC,transition,B
C25H26O11,WLE,OWC,upland,A
C25H26O11,WLE,OWC,transition,A
C25H26O11,WLE,OWC,wte,A
C25H26O11,WLE,OWC,wc,A
C25H26O11,WLE,OWC,upland,B
C25H26O11,WLE,OWC,transition,B
C22H30O11S1,WLE,OWC,wc,A
C26H30O10,WLE,OWC,upland,A
C26H30O10,WLE,OWC,transition,A
C26H30O10,WLE,OWC,wte,A
C26H30O10,WLE,OWC,wc,A
C26H30O10,WLE,OWC,upland,B
C26H30O10,WLE,OWC,transition,B
C27H34O9,WLE,OWC,upland,A
C27H34O9,WLE,OWC,transition,A
C27H34O9,WLE,OWC,wte,A
C27H34O9,WLE,OWC,wc,A
C27H34O9,WLE,OWC,upland,B
C28H38O8,WLE,OWC,upland,A
C28H38O8,WLE,OWC,transition,A
C28H38O8,WLE,OWC,wte,A
C28H38O8,WLE,OWC,wc,A
C21H13O14N1,WLE,OWC,upland,A
C21H13O14N1,WLE,OWC,transition,A
C21H13O14N1,WLE,OWC,wte,A
C22H17O13N1,WLE,OWC,upland,A
C22H17O13N1,WLE,OWC,transition,A
C22H17O13N1,WLE,OWC,wte,A
C22H17O13N1,WLE,OWC,wc,A
C22H17O13N1,WLE,OWC,transition,B
C23H21O12N1,WLE,OWC,upland,A
C23H21O12N1,WLE,OWC,transition,A
C23H21O12N1,WLE,OWC,wte,A
C23H21O12N1,WLE,OWC,wc,A
C23H21O12N1,WLE,OWC,transition,B
C20H25O14N1,WLE,OWC,upland,A
C20H25O14N1,WLE,OWC,transition,A
C20H25O14N1,WLE,OWC,wte,A
C20H25O14N1,WLE,OWC,wc,A
C20H25O14N1,WLE,OWC,upland,B
C20H25O14N1,WLE,OWC,transition,B
C24H25O11N1,WLE,OWC,transition,A
C24H25O11N1,WLE,OWC,wte,A
C24H25O11N1,WLE,OWC,wc,A
C25H29O10N1,WLE,OWC,wte,A
C26H33O9N1,WLE,OWC,wc,A
C21H12O15,WLE,OWC,upland,A
C21H12O15,WLE,OWC,transition,A
C21H12O15,WLE,OWC,wte,A
C18H16O17,WLE,OWC,upland,A
C18H16O17,WLE,OWC,transition,A
C22H16O14,WLE,OWC,upland,A
C22H16O14,WLE,OWC,transition,A
C22H16O14,WLE,OWC,wte,A
C22H16O14,WLE,OWC,wc,A
C22H16O14,WLE,OWC,upland,B
C22H16O14,WLE,OWC,transition,B
C21H16O13N2,WLE,OWC,transition,A
C21H16O13N2,WLE,OWC,wte,A
C19H20O16,WLE,OWC,upland,A
C19H20O16,WLE,OWC,transition,A
C19H20O16,WLE,OWC,wte,A
C19H20O16,WLE,OWC,upland,B
C19H20O16,WLE,OWC,transition,B
C22H20O12N2,WLE,OWC,transition,A
C22H20O12N2,WLE,OWC,wte,A
C20H24O15,WLE,OWC,upland,A
C20H24O15,WLE,OWC,transition,A
C20H24O15,WLE,OWC,wte,A
C20H24O15,WLE,OWC,upland,B
C20H24O15,WLE,OWC,transition,B
C25H28O11,WLE,OWC,upland,A
C25H28O11,WLE,OWC,transition,A
C25H28O11,WLE,OWC,wte,A
C25H28O11,WLE,OWC,wc,A
C25H28O11,WLE,OWC,upland,B
C25H28O11,WLE,OWC,transition,B
C26H32O10,WLE,OWC,upland,A
C26H32O10,WLE,OWC,transition,A
C26H32O10,WLE,OWC,wte,A
C26H32O10,WLE,OWC,wc,A
C26H32O10,WLE,OWC,upland,B
C26H32O10,WLE,OWC,transition,B
C27H36O9,WLE,OWC,upland,A
C27H36O9,WLE,OWC,transition,A
C27H36O9,WLE,OWC,wte,A
C27H36O9,WLE,OWC,wc,A
C27H36O9,WLE,OWC,upland,B
C28H40O8,WLE,OWC,upland,A
C28H40O8,WLE,OWC,transition,A
C28H40O8,WLE,OWC,wte,A
